This is Ipopt version 3.14.19, running with linear solver MUMPS 5.8.2.

Number of nonzeros in equality constraint Jacobian...:    37219
Number of nonzeros in inequality constraint Jacobian.:        0
Number of nonzeros in Lagrangian Hessian.............:   112800

Total number of variables............................:     6611
                     variables with only lower bounds:     4207
                variables with lower and upper bounds:     2404
                     variables with only upper bounds:        0
Total number of equality constraints.................:     4215
Total number of inequality constraints...............:        0
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:        0

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 618r 2.4119420e+06 1.00e+04 8.54e+03  -5.4 1.20e+03    -  2.01e-08 1.46e-03f  1
 619r 2.4119422e+06 1.00e+04 8.53e+03  -5.4 4.73e+03  -2.7 5.95e-04 7.92e-07f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 620r 2.4120255e+06 1.00e+04 8.55e+03  -5.4 1.03e+03  -2.3 4.74e-04 2.32e-03f  1
 621r 2.4122219e+06 9.99e+03 8.54e+03  -5.4 6.32e+03  -2.8 7.16e-04 7.70e-04f  1
 622r 2.4124921e+06 9.99e+03 8.62e+03  -5.4 1.21e+03  -2.4 2.53e-08 6.30e-03f  1
 623r 2.4126172e+06 9.99e+03 8.58e+03  -5.4 3.66e+02  -1.9 8.42e-03 1.05e-02f  1
 624r 2.4128084e+06 9.98e+03 8.63e+03  -5.4 1.42e+03  -2.4 1.19e-08 3.73e-03f  1
 625r 2.4130568e+06 9.98e+03 8.34e+03  -5.4 4.32e+02  -2.0 2.35e-02 1.77e-02f  1
 626r 2.4139430e+06 9.96e+03 8.40e+03  -5.4 3.46e+03  -2.5 4.04e-07 7.86e-03f  1
 627r 2.4139446e+06 9.96e+03 8.37e+03  -5.4 5.07e+02  -2.0 1.41e-03 9.50e-05f  1
 628r 2.4147916e+06 9.95e+03 8.33e+03  -5.4 4.75e+03  -2.5 5.29e-03 5.31e-03f  1
 629r 2.4148230e+06 9.95e+03 8.10e+03  -5.4 5.95e+02  -2.1 1.13e-02 1.51e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 630r 2.4148234e+06 9.95e+03 8.10e+03  -5.4 6.77e+03  -2.6 3.47e-04 1.84e-06f  1
 631r 2.4148608e+06 9.95e+03 7.95e+03  -5.4 7.19e+02  -2.1 7.81e-03 1.53e-03f  1
 632r 2.4158192e+06 9.93e+03 7.91e+03  -5.4 1.72e+04  -2.6 9.25e-08 1.60e-03f  1
 633r 2.4163033e+06 9.92e+03 7.87e+03  -5.4 8.54e+02  -2.2 1.20e-02 1.57e-02f  1
 634r 2.4163033e+06 9.92e+03 7.87e+03  -5.4 1.69e+04  -2.7 5.24e-06 4.70e-09f  1
 635r 2.4165084e+06 9.92e+03 7.53e+03  -5.4 5.22e+02  -2.2 2.13e-02 8.13e-03f  1
 636r 2.4165085e+06 9.92e+03 7.53e+03  -5.4 5.68e+03  -2.7 2.83e-06 2.74e-07f  1
 637r 2.4166507e+06 9.91e+03 7.46e+03  -5.4 6.23e+02  -2.3 6.30e-03 4.79e-03f  1
 638r 2.4166971e+06 9.91e+03 7.47e+03  -5.4 9.58e+03  -2.8 6.04e-04 1.04e-04f  1
 639r 2.4169047e+06 9.91e+03 7.53e+03  -5.4 7.52e+02  -2.3 6.67e-05 5.68e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 640r 2.4169232e+06 9.91e+03 7.53e+03  -5.4 2.34e+04  -2.8 1.45e-05 1.68e-05f  1
 641r 2.4169527e+06 9.91e+03 7.36e+03  -5.4 9.21e+02  -2.4 9.79e-03 6.55e-04f  1
 642r 2.4171261e+06 9.91e+03 7.50e+03  -5.4 2.08e+02  -2.0 4.20e-03 1.65e-02f  1
 643r 2.4173166e+06 9.90e+03 7.43e+03  -5.4 1.13e+03  -2.4 5.51e-03 3.45e-03f  1
 644r 2.4179217e+06 9.89e+03 7.81e+03  -5.4 2.40e+02  -2.0 1.27e-02 4.83e-02f  1
 645r 2.4179217e+06 9.89e+03 7.72e+03  -5.4 1.34e+03  -2.5 5.96e-03 2.84e-07f  1
 646r 2.4181330e+06 9.89e+03 7.90e+03  -5.4 2.77e+02  -2.1 1.98e-06 1.47e-02f  1
 647r 2.4181330e+06 9.89e+03 7.83e+03  -5.4 1.45e+03  -2.5 4.36e-03 1.42e-08f  1
 648r 2.4182268e+06 9.89e+03 7.83e+03  -5.4 5.04e+03    -  4.82e-04 6.33e-04f  1
 649r 2.4183531e+06 9.88e+03 7.82e+03  -5.4 5.11e+03    -  2.04e-03 8.36e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 650r 2.4183695e+06 9.88e+03 7.81e+03  -5.4 5.21e+03    -  3.08e-03 1.09e-04f  1
 651r 2.4183702e+06 9.88e+03 7.81e+03  -5.4 4.83e+03    -  1.07e-04 5.32e-06f  1
 652r 2.4185625e+06 9.88e+03 7.79e+03  -5.4 4.83e+03    -  3.00e-03 1.39e-03f  1
 653r 2.4189894e+06 9.87e+03 7.77e+03  -5.4 5.27e+03    -  4.11e-08 2.74e-03f  1
 654r 2.4189894e+06 9.87e+03 7.77e+03  -5.4 5.41e+03    -  3.61e-04 3.34e-08f  1
 655r 2.4190308e+06 9.87e+03 7.77e+03  -5.4 5.30e+03    -  1.29e-03 2.76e-04f  1
 656r 2.4192169e+06 9.87e+03 7.76e+03  -5.4 5.75e+03    -  3.05e-08 1.10e-03f  1
 657r 2.4193790e+06 9.86e+03 7.76e+03  -5.4 6.03e+03    -  1.33e-03 8.92e-04f  1
 658r 2.4193790e+06 9.86e+03 7.76e+03  -5.4 6.91e+04    -  7.97e-10 9.33e-09f  1
 659r 2.4194380e+06 9.86e+03 7.55e+03  -5.4 5.59e+02  -2.1 1.21e-02 3.33e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 660r 2.4209222e+06 9.83e+03 7.60e+03  -5.4 4.17e+03  -2.6 9.88e-08 1.11e-02f  1
 661r 2.4209222e+06 9.83e+03 7.58e+03  -5.4 6.52e+02  -2.2 1.02e-03 3.11e-07f  1
 662r 2.4213349e+06 9.83e+03 7.56e+03  -5.4 5.29e+03  -2.6 2.79e-03 2.39e-03f  1
 663r 2.4223075e+06 9.81e+03 7.98e+03  -5.4 7.73e+02  -2.2 5.39e-07 3.76e-02f  1
 664r 2.4223076e+06 9.81e+03 7.97e+03  -5.4 6.97e+03  -2.7 1.55e-03 5.21e-08f  1
 665r 2.4223466e+06 9.81e+03 7.96e+03  -5.4 9.03e+02  -2.3 1.66e-03 1.28e-03f  1
 666r 2.4225330e+06 9.80e+03 7.95e+03  -5.4 1.21e+04  -2.7 5.67e-04 4.52e-04f  1
 667r 2.4227974e+06 9.80e+03 8.02e+03  -5.4 1.08e+03  -2.3 5.11e-04 7.26e-03f  1
 668r 2.4227988e+06 9.80e+03 8.02e+03  -5.4 2.60e+04  -2.8 4.09e-07 1.53e-06f  1
 669r 2.4236394e+06 9.78e+03 7.94e+03  -5.4 1.32e+03  -2.4 1.44e-02 1.84e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 670r 2.4237834e+06 9.78e+03 7.93e+03  -5.4 1.07e+05  -2.8 5.92e-07 3.84e-05f  1
 671r 2.4237834e+06 9.78e+03 7.83e+03  -5.4 1.55e+03  -2.4 5.86e-03 1.45e-07f  1
 672r 2.4239275e+06 9.78e+03 7.97e+03  -5.4 3.60e+02  -2.0 1.29e-06 1.14e-02f  1
 673r 2.4247392e+06 9.76e+03 7.97e+03  -5.4 1.93e+03  -2.5 5.55e-03 1.19e-02f  1
 674r 2.4247392e+06 9.76e+03 7.65e+03  -5.4 4.11e+02  -2.0 1.65e-02 3.80e-07f  1
 675r 2.4249739e+06 9.76e+03 7.67e+03  -5.4 2.28e+03  -2.5 6.13e-06 2.95e-03f  1
 676r 2.4249974e+06 9.76e+03 7.64e+03  -5.4 4.76e+02  -2.1 2.64e-03 1.36e-03f  1
 677r 2.4251750e+06 9.75e+03 7.64e+03  -5.4 2.96e+03  -2.6 4.09e-07 1.65e-03f  1
 678r 2.4251762e+06 9.75e+03 7.39e+03  -5.4 5.66e+02  -2.1 1.38e-02 5.77e-05f  1
 679r 2.4255245e+06 9.75e+03 7.40e+03  -5.4 3.92e+03  -2.6 4.20e-06 2.45e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 680r 2.4259392e+06 9.74e+03 7.29e+03  -5.4 6.64e+02  -2.2 1.58e-02 1.70e-02f  1
 681r 2.4259392e+06 9.74e+03 7.29e+03  -5.4 4.79e+03  -2.7 3.26e-06 9.57e-08f  1
 682r 2.4261411e+06 9.74e+03 7.24e+03  -5.4 7.67e+02  -2.3 7.41e-03 7.29e-03f  1
 683r 2.4261438e+06 9.74e+03 7.24e+03  -5.4 6.85e+03  -2.7 9.25e-08 1.07e-05f  1
 684r 2.4269105e+06 9.72e+03 7.35e+03  -5.4 9.23e+02  -2.3 5.77e-03 2.23e-02f  1
 685r 2.4270149e+06 9.72e+03 7.35e+03  -5.4 9.32e+03  -2.8 5.94e-06 2.99e-04f  1
 686r 2.4270149e+06 9.72e+03 7.25e+03  -5.4 1.05e+03  -2.4 5.69e-03 1.09e-07f  1
 687r 2.4272417e+06 9.72e+03 7.24e+03  -5.4 1.48e+04  -2.8 7.00e-07 4.05e-04f  1
 688r 2.4276767e+06 9.71e+03 7.32e+03  -5.4 1.26e+03  -2.4 1.49e-04 9.10e-03f  1
 689r 2.4277001e+06 9.71e+03 7.32e+03  -5.4 3.13e+04  -2.9 1.14e-05 1.92e-05f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 690r 2.4283450e+06 9.69e+03 7.33e+03  -5.4 1.53e+03  -2.5 4.92e-03 1.09e-02f  1
 691r 2.4286095e+06 9.69e+03 7.31e+03  -5.4 1.29e+05  -2.9 9.81e-07 5.23e-05f  1
 692r 2.4286095e+06 9.69e+03 7.26e+03  -5.4 1.75e+03  -2.5 3.54e-03 8.07e-08f  1
 693r 2.4286471e+06 9.69e+03 7.28e+03  -5.4 4.08e+02  -2.1 2.59e-04 2.36e-03f  1
 694r 2.4294379e+06 9.67e+03 7.33e+03  -5.4 2.25e+03  -2.6 1.97e-05 8.86e-03f  1
 695r 2.4294395e+06 9.67e+03 7.20e+03  -5.4 4.73e+02  -2.1 7.51e-03 8.18e-05f  1
 696r 2.4295372e+06 9.67e+03 7.20e+03  -5.4 2.69e+03  -2.6 2.99e-05 9.22e-04f  1
 697r 2.4295372e+06 9.67e+03 7.09e+03  -5.4 5.44e+02  -2.2 6.68e-03 2.75e-07f  1
 698r 2.4296972e+06 9.67e+03 7.09e+03  -5.4 3.40e+03  -2.7 1.77e-07 1.17e-03f  1
 699r 2.4303396e+06 9.66e+03 7.22e+03  -5.4 6.49e+02  -2.2 6.12e-03 2.46e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 700r 2.4303396e+06 9.66e+03 7.22e+03  -5.4 3.93e+03  -2.7 2.32e-05 5.30e-08f  1
 701r 2.4304772e+06 9.65e+03 7.17e+03  -5.4 7.30e+02  -2.3 5.84e-03 4.77e-03f  1
 702r 2.4305125e+06 9.65e+03 7.17e+03  -5.4 5.31e+03  -2.8 1.28e-07 1.60e-04f  1
 703r 2.4312547e+06 9.64e+03 7.26e+03  -5.4 8.77e+02  -2.3 5.44e-03 2.06e-02f  1
 704r 2.4312547e+06 9.64e+03 7.26e+03  -5.4 6.22e+03  -2.8 1.34e-05 3.73e-08f  1
 705r 2.4314133e+06 9.63e+03 7.22e+03  -5.4 9.81e+02  -2.4 4.93e-03 3.99e-03f  1
 706r 2.4314182e+06 9.63e+03 7.22e+03  -5.4 9.08e+03  -2.9 8.09e-08 1.28e-05f  1
 707r 2.4319021e+06 9.62e+03 7.22e+03  -5.4 1.19e+03  -2.4 4.79e-03 9.67e-03f  1
 708r 2.4319021e+06 9.62e+03 7.22e+03  -5.4 1.11e+04  -2.9 2.14e-06 4.86e-09f  1
 709r 2.4320283e+06 9.62e+03 7.21e+03  -5.4 7.96e+03    -  3.77e-06 4.55e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 710r 2.4320283e+06 9.62e+03 7.21e+03  -5.4 6.76e+03    -  2.29e-04 1.81e-08f  1
 711r 2.4320359e+06 9.62e+03 7.21e+03  -5.4 8.17e+02  -2.5 6.09e-07 1.92e-04f  1
 712r 2.4320940e+06 9.62e+03 7.21e+03  -5.4 5.34e+03  -3.0 5.01e-05 2.18e-04f  1
 713r 2.4321071e+06 9.62e+03 7.21e+03  -5.4 1.09e+03  -2.5 3.72e-05 2.46e-04f  1
 714r 2.4321132e+06 9.62e+03 7.22e+03  -5.4 2.11e+04  -3.0 1.16e-04 6.65e-06f  1
 715r 2.4321782e+06 9.62e+03 7.19e+03  -5.4 1.31e+03  -2.6 2.24e-03 1.00e-03f  1
 716r 2.4321782e+06 9.62e+03 7.19e+03  -5.4 1.59e+05  -3.1 6.11e-09 3.18e-10f  1
 717r 2.4325319e+06 9.61e+03 7.20e+03  -5.4 1.64e+03  -2.6 1.31e-03 4.32e-03f  1
 718r 2.4325794e+06 9.61e+03 7.12e+03  -5.4 3.78e+02  -2.2 6.18e-03 2.58e-03f  1
 719r 2.4327834e+06 9.61e+03 7.12e+03  -5.4 1.98e+03  -2.7 2.26e-05 2.09e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 720r 2.4329169e+06 9.60e+03 7.11e+03  -5.4 4.41e+02  -2.3 4.08e-03 6.21e-03f  1
 721r 2.4329169e+06 9.60e+03 6.93e+03  -5.4 1.31e+02  -1.8 1.08e-02 3.89e-07f  1
 722r 2.4329424e+06 9.60e+03 6.94e+03  -5.4 6.48e+02  -2.3 7.36e-06 9.74e-04f  1
 723r 2.4329566e+06 9.60e+03 6.95e+03  -5.4 1.50e+02  -1.9 4.65e-04 2.13e-03f  1
 724r 2.4330631e+06 9.60e+03 6.92e+03  -5.4 8.89e+02  -2.4 3.35e-03 3.12e-03f  1
 725r 2.4332405e+06 9.60e+03 6.96e+03  -5.4 1.75e+02  -1.9 1.01e-02 2.11e-02f  1
 726r 2.4333989e+06 9.59e+03 6.99e+03  -5.4 8.05e+02  -2.4 4.15e-05 4.22e-03f  1
 727r 2.4333996e+06 9.59e+03 7.00e+03  -5.4 4.22e+04  -2.9 1.14e-04 7.29e-07f  1
 728r 2.4334042e+06 9.59e+03 7.00e+03  -5.4 2.14e+03  -2.5 3.68e-07 7.84e-05f  1
 729r 2.4335270e+06 9.59e+03 6.87e+03  -5.4 2.34e+02  -2.0 1.40e-02 1.09e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 730r 2.4336328e+06 9.59e+03 6.88e+03  -5.4 1.67e+03  -2.5 1.16e-05 1.83e-03f  1
 731r 2.4336407e+06 9.59e+03 6.67e+03  -5.4 2.69e+02  -2.1 1.37e-02 6.24e-04f  1
 732r 2.4336415e+06 9.59e+03 6.67e+03  -5.4 1.65e+03  -2.6 2.15e-06 1.20e-05f  1
 733r 2.4336720e+06 9.59e+03 6.61e+03  -5.4 3.07e+02  -2.1 5.25e-03 2.23e-03f  1
 734r 2.4338000e+06 9.59e+03 6.61e+03  -5.4 2.30e+03  -2.6 2.69e-07 1.51e-03f  1
 735r 2.4338017e+06 9.59e+03 6.49e+03  -5.4 3.62e+02  -2.2 7.93e-03 9.94e-05f  1
 736r 2.4339080e+06 9.58e+03 6.49e+03  -5.4 2.49e+03  -2.7 1.00e-04 1.06e-03f  1
 737r 2.4339081e+06 9.58e+03 6.31e+03  -5.4 4.12e+02  -2.3 1.26e-02 9.66e-07f  1
 738r 2.4340211e+06 9.58e+03 6.31e+03  -5.4 2.09e+03  -2.7 5.47e-07 1.14e-03f  1
 739r 2.4340250e+06 9.58e+03 6.25e+03  -5.4 4.80e+02  -2.3 4.29e-03 1.67e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 740r 2.4340499e+06 9.58e+03 6.25e+03  -5.4 6.37e+03  -2.8 1.61e-07 1.28e-04f  1
 741r 2.4343010e+06 9.58e+03 6.19e+03  -5.4 5.85e+02  -2.4 9.24e-03 8.79e-03f  1
 742r 2.4343010e+06 9.58e+03 6.19e+03  -5.4 3.20e+03  -2.8 1.03e-06 8.82e-08f  1
 743r 2.4344012e+06 9.57e+03 6.08e+03  -5.4 6.58e+02  -2.4 9.24e-03 3.23e-03f  1
 744r 2.4344012e+06 9.57e+03 6.08e+03  -5.4 3.72e+03  -2.9 4.89e-04 3.70e-07f  1
 745r 2.4344225e+06 9.57e+03 6.07e+03  -5.4 7.53e+02  -2.5 1.08e-03 6.28e-04f  1
 746r 2.4345284e+06 9.57e+03 6.07e+03  -5.4 5.27e+03  -2.9 9.03e-08 4.05e-04f  1
 747r 2.4345645e+06 9.57e+03 6.04e+03  -5.4 9.12e+02  -2.5 2.51e-03 8.07e-04f  1
 748r 2.4348930e+06 9.56e+03 6.03e+03  -5.4 7.08e+03  -3.0 4.98e-04 9.22e-04f  1
 749r 2.4348930e+06 9.56e+03 6.01e+03  -5.4 1.01e+03  -2.6 1.86e-03 2.33e-07f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 750r 2.4353071e+06 9.56e+03 5.99e+03  -5.4 9.81e+03  -3.0 3.91e-08 8.39e-04f  1
 751r 2.4353071e+06 9.56e+03 5.96e+03  -5.4 1.23e+03  -2.6 3.12e-03 9.91e-08f  1
 752r 2.4353852e+06 9.55e+03 5.95e+03  -5.4 1.18e+04  -3.1 2.90e-07 1.37e-04f  1
 753r 2.4353941e+06 9.55e+03 5.94e+03  -5.4 1.45e+03  -2.7 6.38e-04 1.31e-04f  1
 754r 2.4354575e+06 9.55e+03 5.94e+03  -5.4 2.77e+04  -3.1 1.92e-08 4.57e-05f  1
 755r 2.4354577e+06 9.55e+03 5.93e+03  -5.4 1.81e+03  -2.7 1.04e-03 1.28e-06f  1
 756r 2.4355142e+06 9.55e+03 5.93e+03  -5.4 4.08e+05  -3.2 3.24e-08 2.83e-06f  1
 757r 2.4355314e+06 9.55e+03 5.92e+03  -5.4 2.22e+03  -2.8 1.44e-03 1.57e-04f  1
 758r 2.4355315e+06 9.55e+03 5.93e+03  -5.4 1.45e+04    -  3.24e-04 3.43e-08f  1
 759r 2.4355540e+06 9.55e+03 5.93e+03  -5.4 1.42e+04    -  1.33e-04 5.39e-05f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 760r 2.4355544e+06 9.55e+03 5.93e+03  -5.4 6.86e+03    -  7.47e-05 1.82e-06f  1
 761r 2.4358105e+06 9.54e+03 5.92e+03  -5.4 6.86e+03    -  5.67e-04 1.03e-03f  1
 762r 2.4358105e+06 9.54e+03 5.92e+03  -5.4 5.69e+03    -  4.26e-09 4.91e-08f  1
 763r 2.4358531e+06 9.54e+03 5.92e+03  -5.4 5.63e+03    -  4.83e-04 2.16e-04f  1
 764r 2.4358587e+06 9.54e+03 5.92e+03  -5.4 1.10e+04    -  2.92e-08 1.73e-05f  1
 765r 2.4358634e+06 9.54e+03 5.92e+03  -5.4 1.18e+04    -  1.33e-04 1.42e-05f  1
 766r 2.4359085e+06 9.54e+03 5.92e+03  -5.4 1.18e+04    -  3.46e-05 1.35e-04f  1
 767r 2.4360785e+06 9.54e+03 5.91e+03  -5.4 1.19e+04    -  1.49e-04 5.09e-04f  1
 768r 2.4361700e+06 9.54e+03 5.90e+03  -5.4 1.21e+04    -  2.66e-06 2.76e-04f  1
 769r 2.4361704e+06 9.54e+03 5.90e+03  -5.4 1.20e+04    -  5.80e-05 1.01e-06f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 770r 2.4362121e+06 9.54e+03 5.90e+03  -5.4 1.72e+04    -  2.99e-07 8.33e-05f  1
 771r 2.4362121e+06 9.54e+03 5.92e+03  -5.4 7.63e+03    -  1.31e-03 1.51e-08f  1
 772r 2.4365036e+06 9.53e+03 5.90e+03  -5.4 7.49e+03    -  5.08e-05 1.07e-03f  1
 773r 2.4365036e+06 9.53e+03 5.90e+03  -5.4 6.98e+02  -2.3 2.68e-07 2.04e-07f  1
 774r 2.4365838e+06 9.53e+03 5.89e+03  -5.4 3.52e+03  -2.8 1.19e-03 5.72e-04f  1
 775r 2.4372224e+06 9.51e+03 6.03e+03  -5.4 8.35e+02  -2.4 6.69e-07 1.92e-02f  1
 776r 2.4372224e+06 9.51e+03 6.03e+03  -5.4 4.24e+03  -2.9 9.36e-04 3.55e-08f  1
 777r 2.4373420e+06 9.51e+03 6.05e+03  -5.4 9.92e+02  -2.4 1.73e-06 3.02e-03f  1
 778r 2.4374428e+06 9.51e+03 6.05e+03  -5.4 7.69e+03  -2.9 6.25e-04 3.18e-04f  1
 779r 2.4374634e+06 9.51e+03 6.05e+03  -5.4 1.17e+03  -2.5 2.65e-04 4.65e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 780r 2.4374949e+06 9.51e+03 6.05e+03  -5.4 1.11e+04  -3.0 1.21e-04 7.03e-05f  1
 781r 2.4375800e+06 9.51e+03 6.06e+03  -5.4 1.46e+03  -2.5 1.35e-06 1.43e-03f  1
 782r 2.4375807e+06 9.51e+03 6.07e+03  -5.4 2.51e+04  -3.0 1.39e-04 6.92e-07f  1
 783r 2.4380915e+06 9.50e+03 6.10e+03  -5.4 1.77e+03  -2.6 1.62e-04 6.98e-03f  1
 784r 2.4380915e+06 9.50e+03 6.10e+03  -5.4 1.74e+04  -3.1 4.19e-05 7.92e-09f  1
 785r 2.4381982e+06 9.49e+03 6.05e+03  -5.4 1.83e+03  -2.6 5.28e-03 1.41e-03f  1
 786r 2.4381983e+06 9.49e+03 6.05e+03  -5.4 1.18e+05  -3.1 2.12e-09 6.61e-09f  1
 787r 2.4382118e+06 9.49e+03 6.05e+03  -5.4 2.42e+03  -2.7 5.34e-04 1.36e-04f  1
 788r 2.4382188e+06 9.49e+03 6.03e+03  -5.4 5.62e+02  -2.3 9.79e-04 3.31e-04f  1
 789r 2.4382667e+06 9.49e+03 6.03e+03  -5.4 3.01e+03  -2.7 9.13e-05 3.98e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 790r 2.4382757e+06 9.49e+03 6.02e+03  -5.4 6.56e+02  -2.3 1.04e-03 3.51e-04f  1
 791r 2.4383533e+06 9.49e+03 6.02e+03  -5.4 4.17e+03  -2.8 2.68e-07 4.41e-04f  1
 792r 2.4389340e+06 9.48e+03 6.04e+03  -5.4 7.99e+02  -2.4 8.53e-03 1.76e-02f  1
 793r 2.4389340e+06 9.48e+03 6.04e+03  -5.4 4.67e+03  -2.8 1.93e-06 3.79e-08f  1
 794r 2.4389395e+06 9.48e+03 5.99e+03  -5.4 8.79e+02  -2.4 3.65e-03 1.63e-04f  1
 795r 2.4391023e+06 9.48e+03 5.98e+03  -5.4 6.66e+03  -2.9 5.32e-08 5.78e-04f  1
 796r 2.4391034e+06 9.48e+03 5.92e+03  -5.4 1.08e+03  -2.5 5.14e-03 2.39e-05f  1
 797r 2.4391425e+06 9.48e+03 5.92e+03  -5.4 9.33e+03  -3.0 4.26e-07 1.01e-04f  1
 798r 2.4391425e+06 9.48e+03 5.86e+03  -5.4 1.18e+03  -2.5 5.25e-03 4.08e-07f  1
 799r 2.4392776e+06 9.47e+03 5.85e+03  -5.4 1.33e+04  -3.0 1.24e-08 2.37e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 800r 2.4392801e+06 9.47e+03 5.83e+03  -5.4 1.55e+03  -2.6 1.93e-03 3.80e-05f  1
 801r 2.4397786e+06 9.46e+03 5.80e+03  -5.4 3.68e+04  -3.1 1.20e-06 3.11e-04f  1
 802r 2.4397786e+06 9.46e+03 5.80e+03  -5.4 1.74e+03  -2.6 3.85e-04 7.31e-08f  1
 803r 2.4398254e+06 9.46e+03 5.79e+03  -5.4 1.49e+04  -3.1 2.20e-06 7.50e-05f  1
 804r 2.4398254e+06 9.46e+03 5.77e+03  -5.4 1.80e+03  -2.7 2.32e-03 1.47e-07f  1
 805r 2.4399337e+06 9.46e+03 5.76e+03  -5.4 2.27e+04  -3.2 1.04e-08 1.11e-04f  1
 806r 2.4399356e+06 9.46e+03 5.73e+03  -5.4 2.29e+03  -2.7 3.85e-03 1.94e-05f  1
 807r 2.4401013e+06 9.46e+03 5.72e+03  -5.4 5.09e+04  -3.2 3.53e-08 7.58e-05f  1
 808r 2.4401017e+06 9.46e+03 5.72e+03  -5.4 2.74e+03  -2.8 3.65e-04 2.87e-06f  1
 809r 2.4405146e+06 9.45e+03 5.82e+03  -5.4 7.19e+02  -2.4 1.96e-06 1.35e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 810r 2.4405146e+06 9.45e+03 5.81e+03  -5.4 3.85e+03  -2.8 5.56e-04 4.20e-08f  1
 811r 2.4405778e+06 9.45e+03 5.83e+03  -5.4 8.38e+02  -2.4 1.01e-06 1.77e-03f  1
 812r 2.4406770e+06 9.44e+03 5.83e+03  -5.4 7.54e+03  -2.9 9.22e-04 2.94e-04f  1
 813r 2.4412672e+06 9.43e+03 5.91e+03  -5.4 1.05e+03  -2.5 2.54e-07 1.29e-02f  1
 814r 2.4412672e+06 9.43e+03 5.92e+03  -5.4 8.64e+03  -2.9 1.03e-03 1.54e-08f  1
 815r 2.4413776e+06 9.43e+03 5.93e+03  -5.4 1.14e+03  -2.5 7.03e-05 2.19e-03f  1
 816r 2.4413776e+06 9.43e+03 5.94e+03  -5.4 9.13e+03  -3.0 3.87e-04 3.40e-08f  1
 817r 2.4415675e+06 9.43e+03 5.95e+03  -5.4 1.41e+03  -2.6 2.19e-07 3.07e-03f  1
 818r 2.4415834e+06 9.43e+03 5.96e+03  -5.4 1.87e+05  -3.0 6.24e-06 1.87e-06f  1
 819r 2.4416861e+06 9.42e+03 5.95e+03  -5.4 1.71e+03  -2.6 1.48e-03 1.38e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 820r 2.4416869e+06 9.42e+03 5.95e+03  -5.4 4.18e+02  -2.2 1.88e-06 4.27e-05f  1
 821r 2.4424314e+06 9.41e+03 5.93e+03  -5.4 2.27e+03  -2.7 3.61e-03 7.20e-03f  1
 822r 2.4424314e+06 9.41e+03 5.91e+03  -5.4 4.71e+02  -2.2 2.05e-03 4.23e-07f  1
 823r 2.4424435e+06 9.41e+03 5.91e+03  -5.4 2.35e+03  -2.7 5.63e-06 1.18e-04f  1
 824r 2.4424436e+06 9.41e+03 5.85e+03  -5.4 5.14e+02  -2.3 4.13e-03 8.34e-07f  1
 825r 2.4425642e+06 9.41e+03 5.85e+03  -5.4 2.91e+03  -2.8 9.62e-08 9.18e-04f  1
 826r 2.4425649e+06 9.41e+03 5.77e+03  -5.4 6.28e+02  -2.3 6.06e-03 2.50e-05f  1
