This is Ipopt version 3.14.17, running with linear solver MUMPS 5.7.3.

Number of nonzeros in equality constraint Jacobian...:    32413
Number of nonzeros in inequality constraint Jacobian.:        0
Number of nonzeros in Lagrangian Hessian.............:    83400

Total number of variables............................:     5409
                     variables with only lower bounds:     4207
                variables with lower and upper bounds:     1202
                     variables with only upper bounds:        0
Total number of equality constraints.................:     4215
Total number of inequality constraints...............:        0
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:        0

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 408r 1.6476800e+06 9.00e+03 2.64e+02  -5.4 1.99e+02  -2.1 5.66e-02 1.06e-02f  1
 409r 1.6477651e+06 9.00e+03 2.66e+02  -5.4 4.74e+02  -2.6 4.57e-03 1.60e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 410r 1.6613993e+06 8.99e+03 2.52e+02  -5.4 2.19e+02  -2.2 3.96e-04 5.20e-02f  1
 411  1.7033539e+06 8.97e+03 9.95e+03  -1.0 1.25e+04    -  6.13e-04 2.27e-03h  1
 412  1.7185479e+06 8.96e+03 9.94e+03  -1.0 1.08e+04    -  1.11e-04 8.20e-04h  1
 413  1.7359892e+06 8.95e+03 9.93e+03  -1.0 1.03e+04    -  4.06e-04 9.53e-04h  1
 414  1.7824322e+06 8.93e+03 9.91e+03  -1.0 9.46e+03    -  4.80e-04 2.57e-03h  1
 415  1.8740638e+06 8.88e+03 9.87e+03  -1.0 8.93e+03    -  7.09e-04 5.11e-03h  1
 416  1.9555418e+06 8.84e+03 9.84e+03  -1.0 8.88e+03    -  2.05e-03 4.56e-03h  1
 417  2.1140906e+06 8.77e+03 9.77e+03  -1.0 8.84e+03    -  3.19e-03 8.88e-03h  1
 418  2.1580043e+06 8.74e+03 9.72e+03  -1.0 9.01e+03    -  8.22e-03 2.47e-03h  1
 419  2.2851547e+06 8.68e+03 9.64e+03  -1.0 9.25e+03    -  1.23e-02 7.14e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 420  2.5177894e+06 8.57e+03 9.50e+03  -1.0 9.42e+03    -  1.73e-02 1.31e-02h  1
 421  2.7028832e+06 8.48e+03 9.33e+03  -1.0 9.38e+03    -  3.37e-02 1.05e-02h  1
 422  3.1254411e+06 8.27e+03 9.03e+03  -1.0 9.25e+03    -  5.16e-02 2.42e-02h  1
 423  3.7665367e+06 7.96e+03 8.53e+03  -1.0 8.65e+03    -  8.77e-02 3.75e-02h  1
 424  5.1326095e+06 7.30e+03 7.75e+03  -1.0 7.96e+03    -  1.03e-01 8.30e-02h  1
 425  6.2704112e+06 6.75e+03 7.24e+03  -1.0 7.30e+03    -  5.48e-02 7.54e-02h  1
 426  7.3717911e+06 6.22e+03 6.79e+03  -1.0 6.75e+03    -  4.45e-02 7.90e-02h  1
 427  7.3798182e+06 6.21e+03 6.64e+03  -1.0 6.22e+03    -  4.04e-02 6.26e-04h  1
 428  8.2914621e+06 5.77e+03 6.43e+03  -1.0 6.21e+03    -  1.04e-03 7.11e-02h  2
 429  9.4173176e+06 5.22e+03 5.99e+03  -1.0 7.91e+03    -  5.17e-02 9.47e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 430  9.9516209e+06 4.97e+03 5.73e+03  -1.0 9.94e+03    -  4.12e-02 4.97e-02h  1
 431  9.9595138e+06 4.96e+03 5.56e+03  -1.0 8.65e+03    -  4.04e-02 7.73e-04h  1
 432  1.0175993e+07 4.86e+03 5.48e+03  -1.0 4.96e+03  -4.0 1.05e-02 2.11e-02h  1
 433  1.0931247e+07 4.49e+03 5.38e+03  -1.0 8.01e+03    -  1.15e-04 7.56e-02h  2
 434  1.2294203e+07 3.83e+03 4.82e+03  -1.0 4.49e+03  -3.6 8.50e-02 1.47e-01h  1
 435  1.3447914e+07 3.27e+03 4.19e+03  -1.0 3.83e+03  -3.1 1.26e-01 1.45e-01h  1
 436  1.7025298e+07 1.55e+03 2.66e+03  -1.0 3.27e+03  -3.6 3.62e-01 5.28e-01h  1
 437  1.7465662e+07 1.33e+03 8.78e+02  -1.0 1.55e+03  -4.1 4.88e-01 1.39e-01h  3
 438  1.9056839e+07 5.61e+02 4.19e+02  -1.0 1.33e+03  -3.7 8.21e-01 5.79e-01H  1
 439  1.9115673e+07 5.32e+02 5.69e+02  -1.0 1.13e+03  -4.2 2.22e-01 5.16e-02h  3
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 440  1.9123743e+07 5.28e+02 6.68e+02  -1.0 2.71e+03  -4.6 1.27e-01 7.69e-03h  5
 441  1.9157269e+07 5.12e+02 1.24e+03  -1.0 1.21e+03  -4.2 8.27e-01 3.13e-02h  4
 442  1.9647499e+07 2.73e+02 6.18e+02  -1.0 6.08e+02  -3.8 4.06e-01 4.66e-01H  1
 443  1.9672676e+07 2.61e+02 6.67e+02  -1.0 1.22e+03  -4.3 1.58e-01 4.60e-02h  3
 444  1.9679103e+07 2.57e+02 7.07e+02  -1.0 3.12e+03  -4.7 8.86e-02 1.29e-02h  4
 445  1.9680813e+07 2.56e+02 7.37e+02  -1.0 7.66e+03  -5.2 5.32e-02 3.80e-03h  5
 446  1.9681793e+07 2.56e+02 7.57e+02  -1.0 1.75e+04  -5.7 3.34e-02 2.51e-03h  5
 447  1.9683836e+07 2.54e+02 7.96e+02  -1.0 8.21e+03  -5.3 7.44e-02 4.58e-03h  5
 448  1.9684956e+07 2.54e+02 8.01e+02  -1.0 1.97e+04  -5.7 1.28e-02 2.87e-03h  5
 449  1.9687149e+07 2.52e+02 8.13e+02  -1.0 8.73e+03  -5.3 3.31e-02 4.95e-03h  5
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 450  1.9687186e+07 2.52e+02 8.13e+02  -1.0 7.61e+04  -5.8 7.84e-05 1.32e-04h  7
 451  1.9688592e+07 2.52e+02 8.09e+02  -1.0 1.22e+04  -5.4 1.59e-03 3.27e-03h  5
 452  1.9692993e+07 2.49e+02 8.10e+02  -1.0 4.33e+03  -4.9 2.55e-02 9.28e-03h  5
 453  1.9809056e+07 1.91e+02 9.16e+02  -1.0 1.86e+03  -4.5 8.44e-01 2.35e-01w  1
 454  1.9843649e+07 1.72e+02 7.98e+02  -1.0 4.65e+03  -5.0 1.15e-02 9.58e-02w  1
 455  1.9847460e+07 1.71e+02 8.08e+02  -1.0 4.11e+02  -3.7 5.72e-02 1.07e-02w  1
 456  1.9707500e+07 2.42e+02 1.18e+03  -1.0 7.79e+02  -4.1 8.44e-01 2.94e-02h  3
 457  1.9739378e+07 2.26e+02 1.11e+03  -1.0 2.24e+03  -4.6 1.01e-01 6.65e-02h  3
 458  1.9742420e+07 2.24e+02 1.10e+03  -1.0 7.50e+03  -5.1 9.41e-03 7.33e-03h  4
 459  1.9763282e+07 2.14e+02 1.05e+03  -1.0 2.46e+03  -4.7 6.24e-02 4.73e-02h  3
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 460  1.9806834e+07 1.92e+02 1.02e+03  -1.0 1.02e+03  -4.2 4.56e-01 1.01e-01h  3
 461  1.9806883e+07 1.92e+02 1.02e+03  -1.0 4.62e+04  -4.7 1.21e-03 1.65e-04h  6
 462  1.9848016e+07 1.72e+02 9.24e+02  -1.0 1.13e+03  -4.3 1.67e-01 1.06e-01h  2
 463  1.9888655e+07 1.52e+02 1.05e+03  -1.0 6.43e+02  -3.9 4.21e-01 1.16e-01h  1
 464  1.9910664e+07 1.41e+02 1.18e+03  -1.0 2.97e+02  -3.4 3.16e-01 7.04e-02h  1
 465  1.9934614e+07 1.29e+02 1.06e+03  -1.0 5.09e+02  -3.9 5.01e-02 8.30e-02h  1
 466  1.9941591e+07 1.26e+02 1.07e+03  -1.0 1.35e+03  -4.4 6.69e-02 2.69e-02h  1
 467  1.9950386e+07 1.21e+02 1.03e+03  -1.0 3.59e+03  -4.9 3.44e-02 3.66e-02h  2
 468  1.9951621e+07 1.21e+02 1.01e+03  -1.0 8.72e+03  -5.3 7.26e-04 5.95e-03h  2
 469  1.9952204e+07 1.20e+02 1.04e+03  -1.0 1.86e+04  -5.8 2.74e-02 3.40e-03h  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 470  1.9953915e+07 1.19e+02 1.02e+03  -1.0 9.51e+03  -5.4 5.58e-04 8.45e-03h  2
 471  1.9954554e+07 1.19e+02 1.02e+03  -1.0 6.20e+03  -5.0 4.54e-03 2.94e-03h  1
 472  1.9956001e+07 1.18e+02 1.02e+03  -1.0 1.03e+04  -5.4 1.33e-02 7.30e-03h  3
 473  1.9956726e+07 1.18e+02 1.01e+03  -1.0 4.75e+03  -5.0 3.29e-04 3.35e-03h  1
 474  1.9957601e+07 1.17e+02 1.05e+03  -1.0 1.13e+04  -5.5 4.61e-02 4.53e-03h  3
 475  1.9957666e+07 1.17e+02 1.05e+03  -1.0 2.92e+04  -6.0 8.24e-05 4.64e-04h  3
 476  1.9959398e+07 1.16e+02 1.04e+03  -1.0 2.87e+03  -4.6 9.59e-03 7.61e-03h  1
 477  1.9966135e+07 1.13e+02 9.87e+02  -1.0 8.78e+02  -4.2 4.52e-03 2.87e-02h  1
 478  1.9966865e+07 1.12e+02 9.95e+02  -1.0 2.42e+03  -4.7 1.43e-02 3.33e-03h  1
 479  1.9976685e+07 1.07e+02 9.12e+02  -1.0 9.76e+02  -4.3 4.01e-03 4.34e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 480  1.9978879e+07 1.06e+02 9.42e+02  -1.0 2.68e+03  -4.8 4.74e-02 1.05e-02h  1
 481  1.9984246e+07 1.04e+02 8.95e+02  -1.0 1.08e+03  -4.3 3.97e-03 2.51e-02h  1
 482  1.9988626e+07 1.01e+02 8.97e+02  -1.0 2.98e+03  -4.8 4.10e-02 2.19e-02h  1
 483  1.9992826e+07 9.93e+01 8.60e+02  -1.0 1.21e+03  -4.4 4.37e-03 2.07e-02h  1
 484  1.9996750e+07 9.73e+01 8.59e+02  -1.0 3.33e+03  -4.9 3.53e-02 2.06e-02h  1
 485  1.9999614e+07 9.58e+01 8.35e+02  -1.0 1.35e+03  -4.4 4.19e-03 1.48e-02h  1
 486  2.0003954e+07 9.35e+01 8.22e+02  -1.0 3.71e+03  -4.9 3.03e-02 2.38e-02h  1
 487  2.0005595e+07 9.27e+01 8.09e+02  -1.0 1.91e+03  -4.5 3.72e-03 8.83e-03h  1
 488  2.0008825e+07 9.10e+01 8.02e+02  -1.0 4.13e+03  -5.0 2.53e-02 1.84e-02h  2
 489  2.0009299e+07 9.08e+01 7.98e+02  -1.0 7.55e+03  -4.5 9.67e-04 2.67e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 490  2.0012390e+07 8.91e+01 7.90e+02  -1.0 4.60e+03  -5.0 2.33e-02 1.82e-02h  1
 491  2.0048929e+07 7.13e+01 6.58e+02  -1.0 2.65e+02  -3.7 2.22e-01 2.00e-01h  1
 492  2.0062725e+07 6.45e+01 5.59e+02  -1.0 7.37e+02  -4.2 6.86e-02 9.55e-02h  1
 493  2.0062935e+07 6.44e+01 5.58e+02  -1.0 3.57e+03  -4.6 1.83e-03 1.68e-03h  1
 494  2.0069045e+07 6.14e+01 5.46e+02  -1.0 8.36e+02  -4.2 5.68e-02 4.70e-02h  1
 495  2.0069366e+07 6.12e+01 5.43e+02  -1.0 3.86e+03  -4.7 1.76e-03 2.72e-03h  1
 496  2.0075934e+07 5.80e+01 5.12e+02  -1.0 9.40e+02  -4.3 5.17e-02 5.33e-02h  1
 497  2.0076299e+07 5.78e+01 5.09e+02  -1.0 3.15e+03  -4.7 2.71e-03 3.29e-03h  1
 498  2.0082498e+07 5.47e+01 5.04e+02  -1.0 1.06e+03  -4.3 6.82e-02 5.34e-02h  1
 499  2.0084196e+07 5.38e+01 4.85e+02  -1.0 3.01e+03  -4.8 8.89e-03 1.63e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 500  2.0084597e+07 5.36e+01 5.66e+02  -1.0 8.15e+03  -5.3 5.89e-02 4.50e-03h  5
 501  2.0084680e+07 5.35e+01 6.19e+02  -1.0 2.10e+04  -5.7 3.56e-02 1.33e-03h  6
 502  2.0084686e+07 5.35e+01 6.35e+02  -1.0 5.97e+04  -6.2 1.00e-02 3.31e-04h  7
 503  2.0084767e+07 5.34e+01 6.61e+02  -1.0 2.34e+04  -5.8 1.87e-02 1.35e-03h  6
 504  2.0092586e+07 4.95e+01 5.48e+02  -1.0 1.44e+03  -4.5 2.82e-02 7.37e-02h  1
 505  2.0093897e+07 4.87e+01 7.76e+02  -1.0 4.04e+03  -4.9 1.72e-01 1.43e-02h  4
 506  2.0134767e+07 2.89e+01 1.26e+03  -1.0 2.26e+02  -3.6 1.00e+00 4.08e-01h  1
 507  2.0134508e+07 2.88e+01 1.26e+03  -1.0 1.96e+05    -  2.74e-03 1.78e-03f  2
 508  2.0134092e+07 3.90e+01 1.25e+03  -1.0 1.26e+05    -  3.57e-03 3.85e-03f  2
 509  2.0134058e+07 3.96e+01 1.27e+03  -1.0 6.59e+04    -  1.01e-02 7.68e-04f  4
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 510  2.0134050e+07 3.97e+01 1.28e+03  -1.0 4.39e+04    -  1.46e-02 5.34e-04f  5
 511  2.0134060e+07 3.98e+01 1.30e+03  -1.0 2.54e+04    -  1.78e-02 1.00e-03h  5
 512  2.0134160e+07 4.05e+01 1.31e+03  -1.0 1.48e+04    -  1.97e-02 3.49e-03h  4
 513  2.0134575e+07 4.28e+01 1.32e+03  -1.0 8.79e+03    -  3.10e-02 1.03e-02h  3
 514  2.0135362e+07 4.37e+01 1.33e+03  -1.0 4.23e+03    -  6.17e-02 1.60e-02h  3
 515  2.0136783e+07 4.33e+01 1.39e+03  -1.0 1.93e+03    -  1.42e-01 2.67e-02h  3
 516  2.0139295e+07 4.16e+01 1.56e+03  -1.0 8.01e+02    -  3.72e-01 4.63e-02h  3
 517  2.0152505e+07 3.23e+01 1.55e+03  -1.0 3.17e+02    -  9.16e-01 2.50e-01h  1
 518  2.0163677e+07 2.33e+01 1.36e+03  -1.0 8.01e+01    -  7.39e-01 2.79e-01h  1
 519  2.0174087e+07 1.49e+01 1.13e+03  -1.0 2.92e+01    -  7.60e-01 3.60e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 520  2.0192630e+07 1.24e-01 1.20e+02  -1.0 1.92e+01    -  8.47e-01 1.00e+00h  1
 521  2.0192630e+07 7.46e-04 1.50e-03  -1.0 3.73e-01    -  1.00e+00 1.00e+00h  1
 522  2.0192515e+07 1.35e-01 7.75e+00  -2.5 6.73e+00    -  9.10e-01 1.00e+00f  1
 523  2.0192515e+07 4.25e-02 2.95e-04  -2.5 4.93e+00    -  1.00e+00 1.00e+00h  1
 524  2.0192514e+07 9.89e-03 7.39e-06  -2.5 2.32e+00    -  1.00e+00 1.00e+00h  1
 525  2.0192511e+07 7.44e-03 2.71e-05  -3.8 2.04e+00    -  1.00e+00 1.00e+00f  1
 526  2.0192511e+07 2.36e-03 5.29e-08  -3.8 1.11e+00    -  1.00e+00 1.00e+00h  1
 527  2.0192511e+07 3.37e-04 1.51e-09  -3.8 4.17e-01    -  1.00e+00 1.00e+00h  1
 528  2.0192511e+07 5.17e-04 9.16e-08  -5.7 5.20e-01    -  1.00e+00 1.00e+00f  1
 529  2.0192511e+07 1.37e-04 1.78e-10  -5.7 2.66e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 530  2.0192511e+07 2.90e-05 1.93e-11  -5.7 1.23e-01    -  1.00e+00 1.00e+00h  1
 531  2.0192511e+07 3.94e-06 1.93e-11  -5.7 4.52e-02    -  1.00e+00 1.00e+00h  1
 532  2.0192511e+07 6.44e-06 1.21e-10  -7.0 5.78e-02    -  1.00e+00 1.00e+00h  1
 533  2.0192511e+07 1.37e-06 6.14e-12  -7.0 2.67e-02    -  1.00e+00 1.00e+00h  1
 534  2.0192511e+07 1.83e-07 5.34e-12  -7.0 9.73e-03    -  1.00e+00 1.00e+00h  1

Number of Iterations....: 534

                                   (scaled)                 (unscaled)
Objective...............:   2.0192511112013444e+07    2.0192511112013444e+07
Dual infeasibility......:   5.3358710472610214e-12    5.3358710472610214e-12
Constraint violation....:   1.8280422864336288e-07    1.8280422864336288e-07
Variable bound violation:   9.9950992529795713e-09    9.9950992529795713e-09
Complementarity.........:   1.0471395983540852e-07    1.0471395983540852e-07
Overall NLP error.......:   1.8280422864336288e-07    1.8280422864336288e-07


Number of objective function evaluations             = 740
Number of objective gradient evaluations             = 132
Number of equality constraint evaluations            = 740
Number of inequality constraint evaluations          = 0
Number of equality constraint Jacobian evaluations   = 536
Number of inequality constraint Jacobian evaluations = 0
Number of Lagrangian Hessian evaluations             = 534
Total seconds in IPOPT                               = 9.843

EXIT: Optimal Solution Found.
Termination status: LOCALLY_SOLVED
