This is Ipopt version 3.14.19, running with linear solver MUMPS 5.8.2.

Number of nonzeros in equality constraint Jacobian...:    35416
Number of nonzeros in inequality constraint Jacobian.:        0
Number of nonzeros in Lagrangian Hessian.............:   109200

Total number of variables............................:     6010
                     variables with only lower bounds:     4207
                variables with lower and upper bounds:     1803
                     variables with only upper bounds:        0
Total number of equality constraints.................:     4215
Total number of inequality constraints...............:        0
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:        0

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 409r 2.4034591e+06 1.00e+04 1.56e+04  -5.4 1.97e+01  -1.0 1.49e-02 2.09e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 410r 2.4034928e+06 1.00e+04 1.56e+04  -5.4 5.76e+01  -1.5 3.37e-03 7.97e-03f  1
 411r 2.4035433e+06 1.00e+04 1.51e+04  -5.4 2.21e+01  -1.1 3.26e-02 3.28e-02f  1
 412r 2.4035544e+06 1.00e+04 1.50e+04  -5.4 6.45e+01  -1.5 2.52e-03 2.28e-03f  1
 413r 2.4035544e+06 1.00e+04 1.45e+04  -5.4 2.72e+01  -1.1 2.53e-02 1.19e-05f  1
 414r 2.4036850e+06 1.00e+04 1.47e+04  -5.4 8.43e+01  -1.6 2.17e-04 2.66e-02f  1
 415r 2.4037305e+06 1.00e+04 1.33e+04  -5.4 3.08e+01  -1.2 7.24e-02 2.50e-02f  1
 416r 2.4037576e+06 1.00e+04 1.33e+04  -5.4 9.60e+01  -1.6 2.62e-03 4.83e-03f  1
 417r 2.4037663e+06 1.00e+04 1.25e+04  -5.4 3.48e+01  -1.2 3.98e-02 4.29e-03f  1
 418r 2.4038187e+06 1.00e+04 1.25e+04  -5.4 1.09e+02  -1.7 1.23e-03 8.21e-03f  1
 419r 2.4038187e+06 1.00e+04 1.18e+04  -5.4 3.83e+01  -1.3 3.78e-02 7.30e-06f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 420r 2.4038567e+06 1.00e+04 1.18e+04  -5.4 1.20e+02  -1.7 3.62e-03 5.45e-03f  1
 421r 2.4038832e+06 1.00e+04 1.15e+04  -5.4 4.33e+01  -1.3 2.08e-02 1.04e-02f  1
 422r 2.4039893e+06 1.00e+04 1.15e+04  -5.4 1.38e+02  -1.8 2.55e-04 1.31e-02f  1
 423r 2.4039894e+06 1.00e+04 1.15e+04  -5.4 4.50e+02  -2.3 3.13e-03 4.58e-06f  1
 424r 2.4040208e+06 1.00e+04 1.09e+04  -5.4 1.55e+02  -1.8 3.26e-02 3.43e-03f  1
 425r 2.4040739e+06 1.00e+04 1.09e+04  -5.4 5.55e+01  -1.4 1.03e-02 1.61e-02f  1
 426r 2.4041633e+06 1.00e+04 1.09e+04  -5.4 1.77e+02  -1.9 6.15e-04 8.57e-03f  1
 427r 2.4041930e+06 1.00e+04 9.59e+03  -5.4 6.30e+01  -1.5 8.09e-02 7.94e-03f  1
 428r 2.4042851e+06 1.00e+04 9.49e+03  -5.4 2.02e+02  -1.9 9.83e-03 7.76e-03f  1
 429r 2.4043208e+06 1.00e+04 9.39e+03  -5.4 7.16e+01  -1.5 9.62e-03 8.39e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 430r 2.4043919e+06 1.00e+04 9.41e+03  -5.4 2.30e+02  -2.0 2.37e-04 5.20e-03f  1
 431r 2.4044453e+06 1.00e+04 8.90e+03  -5.4 8.12e+01  -1.6 3.82e-02 1.10e-02f  1
 432r 2.4044980e+06 1.00e+04 8.90e+03  -5.4 2.63e+02  -2.0 1.23e-03 3.36e-03f  1
 433r 2.4046327e+06 1.00e+04 8.82e+03  -5.4 9.23e+01  -1.6 1.49e-02 2.44e-02f  1
 434r 2.4047484e+06 1.00e+04 8.73e+03  -5.4 3.02e+02  -2.1 8.88e-03 6.46e-03f  1
 435r 2.4048282e+06 1.00e+04 8.55e+03  -5.4 1.05e+02  -1.7 1.76e-02 1.27e-02f  1
 436r 2.4048452e+06 1.00e+04 8.47e+03  -5.4 3.46e+02  -2.1 6.38e-03 8.24e-04f  1
 437r 2.4049609e+06 1.00e+04 8.40e+03  -5.4 1.20e+02  -1.7 1.09e-02 1.61e-02f  1
 438r 2.4049798e+06 1.00e+04 8.35e+03  -5.4 3.97e+02  -2.2 3.88e-03 7.97e-04f  1
 439r 2.4051078e+06 1.00e+04 8.20e+03  -5.4 1.37e+02  -1.8 1.72e-02 1.56e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 440r 2.4051085e+06 1.00e+04 8.20e+03  -5.4 4.90e+03  -2.2 4.53e-05 2.41e-05f  1
 441r 2.4053164e+06 1.00e+04 7.66e+03  -5.4 1.56e+02  -1.8 4.94e-02 2.27e-02f  1
 442r 2.4054729e+06 1.00e+04 7.67e+03  -5.4 5.24e+02  -2.3 1.34e-03 5.00e-03f  1
 443r 2.4054920e+06 1.00e+04 7.51e+03  -5.4 1.79e+02  -1.9 1.35e-02 1.78e-03f  1
 444r 2.4055405e+06 1.00e+04 7.51e+03  -5.4 6.01e+02  -2.4 2.08e-04 1.37e-03f  1
 445r 2.4056061e+06 1.00e+04 7.46e+03  -5.4 2.04e+02  -1.9 6.05e-03 5.41e-03f  1
 446r 2.4057261e+06 1.00e+04 7.44e+03  -5.4 6.88e+02  -2.4 2.44e-03 2.95e-03f  1
 447r 2.4057262e+06 1.00e+04 7.45e+03  -5.4 2.98e+04    -  7.18e-05 2.60e-08f  1
 448r 2.4058090e+06 1.00e+04 6.80e+03  -5.4 2.33e+02  -2.0 5.61e-02 5.98e-03f  1
 449r 2.4063101e+06 1.00e+04 6.82e+03  -5.4 7.91e+02  -2.5 8.06e-04 1.08e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 450r 2.4063120e+06 1.00e+04 6.83e+03  -5.4 2.94e+04    -  1.78e-04 1.16e-06f  1
 451r 2.4063249e+06 1.00e+04 6.83e+03  -5.4 2.63e+03  -2.9 4.04e-07 8.37e-05f  1
 452r 2.4063249e+06 1.00e+04 6.82e+03  -5.4 2.09e+03  -3.4 1.25e-03 2.06e-07f  1
 453r 2.4063258e+06 1.00e+04 6.82e+03  -5.4 1.20e+04    -  2.15e-09 3.96e-05f  1
 454r 2.4063258e+06 1.00e+04 6.81e+03  -5.4 1.24e+03    -  8.79e-04 5.90e-06f  1
 455r 2.4063259e+06 1.00e+04 6.81e+03  -5.4 1.24e+03    -  4.56e-04 2.60e-05f  1
 456r 2.4063291e+06 1.00e+04 6.81e+03  -5.4 8.54e+04  -3.9 1.09e-09 2.16e-05f  1
 457r 2.4063291e+06 1.00e+04 6.77e+03  -5.4 1.24e+03    -  4.15e-03 8.37e-07f  1
 458r 2.4063295e+06 1.00e+04 6.73e+03  -5.4 1.24e+03    -  4.07e-03 9.24e-05f  1
 459r 2.4063488e+06 1.00e+04 6.74e+03  -5.4 1.24e+03    -  1.23e-07 4.01e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 460r 2.4063488e+06 1.00e+04 6.68e+03  -5.4 1.22e+03    -  5.69e-03 2.57e-07f  1
 461r 2.4063575e+06 1.00e+04 6.67e+03  -5.4 1.22e+03    -  2.40e-03 2.16e-03f  1
 462r 2.4063579e+06 1.00e+04 6.67e+03  -5.4 1.23e+03    -  1.79e-07 1.00e-04f  1
 463r 2.4063605e+06 1.00e+04 6.62e+03  -5.4 1.23e+03    -  5.08e-03 5.80e-04f  1
 464r 2.4063605e+06 1.00e+04 6.57e+03  -5.4 5.74e+01    -  3.60e-03 5.57e-08f  1
 465r 2.4063651e+06 1.00e+04 6.57e+03  -5.4 1.35e+02    -  1.98e-03 3.45e-03f  1
 466r 2.4063655e+06 1.00e+04 6.50e+03  -5.4 1.36e+02    -  5.73e-03 1.51e-04f  1
 467r 2.4063665e+06 1.00e+04 6.43e+03  -5.4 4.97e+01    -  6.73e-03 2.84e-03f  1
 468r 2.4063679e+06 1.00e+04 6.44e+03  -5.4 4.85e+01    -  2.89e-08 9.41e-04f  1
 469r 2.4066220e+06 1.00e+04 6.43e+03  -5.4 8.26e+03    -  6.46e-07 1.36e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 470r 2.4066254e+06 1.00e+04 6.43e+03  -5.4 8.24e+03    -  1.64e-05 1.84e-05f  1
 471r 2.4067727e+06 1.00e+04 6.42e+03  -5.4 8.24e+03    -  1.80e-03 7.90e-04f  1
 472r 2.4067728e+06 1.00e+04 6.42e+03  -5.4 8.04e+03    -  2.68e-04 3.68e-07f  1
 473r 2.4069165e+06 1.00e+04 6.42e+03  -5.4 8.04e+03    -  4.67e-06 8.14e-04f  1
 474r 2.4069182e+06 1.00e+04 6.42e+03  -5.4 7.98e+03    -  9.62e-04 9.17e-06f  1
 475r 2.4069541e+06 1.00e+04 6.42e+03  -5.4 8.15e+03    -  7.27e-08 1.92e-04f  1
 476r 2.4071102e+06 1.00e+04 6.42e+03  -5.4 8.15e+03    -  2.15e-03 8.30e-04f  1
 477r 2.4071888e+06 1.00e+04 6.41e+03  -5.4 8.10e+03    -  1.11e-03 4.17e-04f  1
 478r 2.4071890e+06 1.00e+04 6.42e+03  -5.4 7.89e+03    -  1.54e-03 7.27e-07f  1
 479r 2.4075145e+06 1.00e+04 6.40e+03  -5.4 8.05e+03    -  3.67e-08 1.74e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 480r 2.4075145e+06 1.00e+04 6.41e+03  -5.4 7.81e+03    -  2.94e-03 7.16e-08f  1
 481r 2.4079360e+06 1.00e+04 6.39e+03  -5.4 7.92e+03    -  3.15e-08 2.26e-03f  1
 482r 2.4079360e+06 1.00e+04 6.40e+03  -5.4 7.69e+03    -  3.11e-03 6.73e-08f  1
 483r 2.4080004e+06 1.00e+04 6.39e+03  -5.4 7.79e+03    -  2.67e-08 3.47e-04f  1
 484r 2.4082349e+06 1.00e+04 6.38e+03  -5.4 7.86e+03    -  9.67e-04 1.24e-03f  1
 485r 2.4082350e+06 1.00e+04 6.39e+03  -5.4 7.59e+03    -  3.66e-03 1.04e-07f  1
 486r 2.4086481e+06 1.00e+04 6.37e+03  -5.4 7.67e+03    -  2.36e-08 2.25e-03f  1
 487r 2.4087534e+06 1.00e+04 6.37e+03  -5.4 7.69e+03    -  1.02e-03 5.60e-04f  1
 488r 2.4087534e+06 1.00e+04 6.37e+03  -5.4 7.42e+03    -  1.61e-03 1.46e-07f  1
 489r 2.4089625e+06 1.00e+04 6.36e+03  -5.4 7.46e+03    -  6.84e-09 1.15e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 490r 2.4099914e+06 1.00e+04 6.31e+03  -5.4 3.03e+03  -2.6 8.28e-03 1.40e-02f  1
 491r 2.4101908e+06 1.00e+04 6.35e+03  -5.4 6.54e+02  -2.1 3.98e-06 1.19e-02f  1
 492r 2.4112765e+06 1.00e+04 6.31e+03  -5.4 3.97e+03  -2.6 1.83e-03 1.07e-02f  1
 493r 2.4112766e+06 1.00e+04 6.13e+03  -5.4 7.69e+02  -2.2 1.95e-02 7.94e-07f  1
 494r 2.4118780e+06 1.00e+04 6.11e+03  -5.4 5.24e+03  -2.7 5.92e-08 4.34e-03f  1
 495r 2.4119686e+06 1.00e+04 6.06e+03  -5.4 9.09e+02  -2.2 7.02e-03 3.63e-03f  1
 496r 2.4121317e+06 1.00e+04 6.06e+03  -5.4 7.17e+03  -2.7 3.71e-07 8.31e-04f  1
 497r 2.4121317e+06 1.00e+04 6.01e+03  -5.4 9.42e+02  -2.3 4.96e-03 2.66e-08f  1
 498r 2.4121366e+06 1.00e+04 6.02e+03  -5.4 1.16e+03    -  4.80e-04 3.52e-03f  1
 499r 2.4121366e+06 1.00e+04 5.99e+03  -5.4 1.14e+03    -  2.82e-03 1.62e-07f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 500r 2.4121376e+06 1.00e+04 5.96e+03  -5.4 1.14e+03    -  3.78e-03 1.88e-03f  1
 501r 2.4121387e+06 1.00e+04 5.97e+03  -5.4 1.15e+03    -  9.22e-08 7.83e-04f  1
 502r 2.4121451e+06 1.00e+04 5.90e+03  -5.4 1.16e+03    -  9.03e-03 3.42e-03f  1
 503r 2.4121451e+06 1.00e+04 5.90e+03  -5.4 1.12e+03    -  3.88e-08 3.98e-07f  1
 504r 2.4121730e+06 1.00e+04 5.90e+03  -5.4 1.67e+04  -2.8 2.17e-04 5.73e-05f  1
 505r 2.4122144e+06 1.00e+04 5.90e+03  -5.4 1.35e+03  -2.3 7.06e-04 1.04e-03f  1
 506r 2.4124117e+06 1.00e+04 5.90e+03  -5.4 4.23e+04  -2.8 1.67e-04 1.60e-04f  1
 507r 2.4124837e+06 9.99e+03 5.89e+03  -5.4 1.65e+03  -2.4 1.47e-03 1.48e-03f  1
 508r 2.4127910e+06 9.99e+03 5.86e+03  -5.4 3.88e+02  -2.0 1.28e-02 2.65e-02f  1
 509r 2.4132381e+06 9.98e+03 5.84e+03  -5.4 2.06e+03  -2.4 3.18e-03 7.32e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 510r 2.4133320e+06 9.98e+03 5.79e+03  -5.4 4.51e+02  -2.0 8.58e-03 6.80e-03f  1
 511r 2.4134732e+06 9.98e+03 5.79e+03  -5.4 2.57e+03  -2.5 1.54e-06 1.80e-03f  1
 512r 2.4134732e+06 9.98e+03 5.82e+03  -5.4 2.65e+04  -3.0 8.37e-04 8.63e-10f  1
 513r 2.4136996e+06 9.97e+03 5.80e+03  -5.4 3.54e+03    -  3.63e-04 2.19e-03f  1
 514r 2.4136996e+06 9.97e+03 5.81e+03  -5.4 3.50e+03    -  2.71e-03 1.07e-07f  1
 515r 2.4140015e+06 9.97e+03 5.78e+03  -5.4 3.61e+03    -  7.10e-08 2.86e-03f  1
 516r 2.4140015e+06 9.97e+03 5.79e+03  -5.4 3.64e+03    -  2.56e-03 6.24e-08f  1
 517r 2.4141236e+06 9.96e+03 5.78e+03  -5.4 4.52e+03    -  9.68e-09 8.66e-04f  1
 518r 2.4142106e+06 9.96e+03 5.78e+03  -5.4 1.50e+03  -2.5 8.00e-04 1.32e-03f  1
 519r 2.4142516e+06 9.96e+03 5.74e+03  -5.4 3.49e+02  -2.1 5.37e-03 2.71e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 520r 2.4147808e+06 9.95e+03 5.73e+03  -5.4 1.87e+03  -2.6 9.65e-07 6.43e-03f  1
 521r 2.4152255e+06 9.94e+03 5.58e+03  -5.4 4.02e+02  -2.2 2.50e-02 2.42e-02f  1
 522r 2.4152255e+06 9.94e+03 5.58e+03  -5.4 2.29e+03  -2.6 6.10e-05 3.55e-08f  1
 523r 2.4154195e+06 9.94e+03 5.39e+03  -5.4 4.64e+02  -2.2 2.66e-02 9.14e-03f  1
 524r 2.4154196e+06 9.94e+03 5.39e+03  -5.4 2.88e+03  -2.7 3.68e-06 7.60e-07f  1
 525r 2.4155641e+06 9.94e+03 5.35e+03  -5.4 5.42e+02  -2.3 6.94e-03 5.85e-03f  1
 526r 2.4155822e+06 9.94e+03 5.35e+03  -5.4 3.75e+03  -2.7 1.26e-03 1.08e-04f  1
 527r 2.4157751e+06 9.93e+03 5.35e+03  -5.4 6.37e+02  -2.3 2.47e-03 6.47e-03f  1
 528r 2.4161693e+06 9.93e+03 5.33e+03  -5.4 5.12e+03  -2.8 5.02e-07 1.70e-03f  1
 529r 2.4161713e+06 9.93e+03 5.26e+03  -5.4 7.51e+02  -2.4 1.09e-02 5.65e-05f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 530r 2.4168828e+06 9.91e+03 5.22e+03  -5.4 7.14e+03  -2.8 4.82e-06 2.19e-03f  1
 531r 2.4171443e+06 9.91e+03 5.08e+03  -5.4 8.83e+02  -2.4 2.47e-02 6.08e-03f  1
 532r 2.4171445e+06 9.91e+03 5.08e+03  -5.4 9.74e+03  -2.9 9.04e-07 2.90e-07f  1
 533r 2.4175475e+06 9.90e+03 5.04e+03  -5.4 1.05e+03  -2.5 6.89e-03 7.94e-03f  1
 534r 2.4175523e+06 9.90e+03 5.04e+03  -5.4 1.70e+04  -2.9 6.99e-08 5.97e-06f  1
 535r 2.4186357e+06 9.88e+03 4.98e+03  -5.4 1.27e+03  -2.5 1.30e-02 1.74e-02f  1
 536r 2.4186357e+06 9.88e+03 4.98e+03  -5.4 3.05e+04  -3.0 4.12e-07 2.54e-08f  1
 537r 2.4186968e+06 9.88e+03 4.96e+03  -5.4 1.48e+03  -2.6 5.55e-03 8.36e-04f  1
 538r 2.4187287e+06 9.88e+03 4.96e+03  -5.4 3.36e+02  -2.1 1.51e-06 1.82e-03f  1
 539r 2.4187287e+06 9.88e+03 4.96e+03  -5.4 5.32e+03    -  4.19e-04 4.16e-09f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 540r 2.4188929e+06 9.88e+03 4.95e+03  -5.4 3.82e+03    -  8.18e-05 1.46e-03f  1
 541r 2.4189866e+06 9.87e+03 4.97e+03  -5.4 3.89e+03    -  4.92e-03 8.05e-04f  1
 542r 2.4189866e+06 9.87e+03 4.97e+03  -5.4 4.14e+03    -  2.07e-08 3.36e-07f  1
 543r 2.4189881e+06 9.87e+03 4.97e+03  -5.4 3.42e+03  -2.6 1.90e-03 1.33e-05f  1
 544r 2.4191075e+06 9.87e+03 4.98e+03  -5.4 6.64e+02  -2.2 6.28e-05 5.90e-03f  1
 545r 2.4193371e+06 9.87e+03 4.97e+03  -5.4 4.41e+03  -2.7 5.76e-04 1.66e-03f  1
 546r 2.4197332e+06 9.86e+03 4.95e+03  -5.4 8.12e+02  -2.3 6.95e-03 1.55e-02f  1
 547r 2.4203321e+06 9.85e+03 4.92e+03  -5.4 6.34e+03  -2.7 4.56e-07 2.94e-03f  1
 548r 2.4208429e+06 9.84e+03 4.87e+03  -5.4 9.64e+02  -2.3 1.26e-02 1.64e-02f  1
 549r 2.4208430e+06 9.84e+03 4.87e+03  -5.4 8.45e+03  -2.8 5.06e-06 7.60e-08f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 550r 2.4210528e+06 9.84e+03 4.84e+03  -5.4 1.14e+03  -2.4 6.13e-03 5.75e-03f  1
 551r 2.4211756e+06 9.83e+03 4.83e+03  -5.4 1.34e+04  -2.8 1.67e-07 2.77e-04f  1
 552r 2.4220700e+06 9.82e+03 4.78e+03  -5.4 1.37e+03  -2.4 1.07e-02 1.97e-02f  1
 553r 2.4220700e+06 9.82e+03 4.78e+03  -5.4 2.12e+04  -2.9 1.50e-06 3.11e-08f  1
 554r 2.4220891e+06 9.82e+03 4.77e+03  -5.4 1.62e+03  -2.5 2.80e-03 3.61e-04f  1
 555r 2.4224217e+06 9.81e+03 4.75e+03  -5.4 1.35e+05  -2.9 6.52e-08 7.32e-05f  1
 556r 2.4224819e+06 9.81e+03 4.74e+03  -5.4 1.98e+03  -2.5 1.69e-03 8.93e-04f  1
 557r 2.4228098e+06 9.80e+03 4.79e+03  -5.4 4.59e+02  -2.1 1.58e-05 2.11e-02f  1
 558r 2.4228141e+06 9.80e+03 4.78e+03  -5.4 2.47e+03  -2.6 7.06e-03 5.08e-05f  1
 559r 2.4230425e+06 9.80e+03 4.67e+03  -5.4 5.35e+02  -2.1 1.97e-02 1.27e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 560r 2.4230493e+06 9.80e+03 4.67e+03  -5.4 3.08e+03  -2.6 4.24e-06 6.54e-05f  1
 561r 2.4232803e+06 9.79e+03 4.56e+03  -5.4 6.27e+02  -2.2 1.90e-02 1.09e-02f  1
 562r 2.4232843e+06 9.79e+03 4.56e+03  -5.4 3.91e+03  -2.7 2.05e-06 3.00e-05f  1
 563r 2.4234210e+06 9.79e+03 4.46e+03  -5.4 7.36e+02  -2.2 1.82e-02 5.47e-03f  1
 564r 2.4234212e+06 9.79e+03 4.46e+03  -5.4 4.99e+03  -2.7 5.32e-07 1.22e-06f  1
 565r 2.4235031e+06 9.79e+03 4.46e+03  -5.4 8.62e+02  -2.3 8.13e-04 2.84e-03f  1
 566r 2.4237216e+06 9.79e+03 4.44e+03  -5.4 7.00e+03  -2.8 7.85e-07 8.92e-04f  1
 567r 2.4237235e+06 9.79e+03 4.43e+03  -5.4 1.03e+03  -2.3 2.95e-03 5.42e-05f  1
 568r 2.4240362e+06 9.78e+03 4.41e+03  -5.4 1.11e+04  -2.8 2.11e-06 8.00e-04f  1
 569r 2.4245573e+06 9.77e+03 4.35e+03  -5.4 1.23e+03  -2.4 1.35e-02 1.20e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 570r 2.4245573e+06 9.77e+03 4.35e+03  -5.4 1.57e+04  -2.9 4.62e-07 4.47e-08f  1
 571r 2.4246901e+06 9.77e+03 4.34e+03  -5.4 1.44e+03  -2.4 3.59e-03 2.64e-03f  1
 572r 2.4248665e+06 9.76e+03 4.33e+03  -5.4 3.77e+04  -2.9 3.61e-08 1.29e-04f  1
 573r 2.4256937e+06 9.75e+03 4.28e+03  -5.4 1.76e+03  -2.5 9.90e-03 1.30e-02f  1
 574r 2.4256937e+06 9.75e+03 4.28e+03  -5.4 9.66e+04  -3.0 8.69e-08 6.20e-09f  1
 575r 2.4259153e+06 9.74e+03 4.27e+03  -5.4 2.05e+03  -2.5 1.72e-03 3.00e-03f  1
 576r 2.4259320e+06 9.74e+03 4.25e+03  -5.4 4.74e+02  -2.1 3.15e-03 9.64e-04f  1
 577r 2.4269168e+06 9.73e+03 4.22e+03  -5.4 2.62e+03  -2.6 4.71e-07 1.01e-02f  1
 578r 2.4269168e+06 9.73e+03 4.15e+03  -5.4 5.44e+02  -2.2 1.09e-02 3.00e-07f  1
 579r 2.4271655e+06 9.72e+03 4.14e+03  -5.4 3.04e+03  -2.6 3.25e-06 2.19e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 580r 2.4273497e+06 9.72e+03 4.14e+03  -5.4 6.29e+02  -2.2 2.54e-03 7.81e-03f  1
 581r 2.4275386e+06 9.71e+03 4.13e+03  -5.4 3.87e+03  -2.7 1.48e-06 1.27e-03f  1
 582r 2.4282216e+06 9.70e+03 4.10e+03  -5.4 7.42e+02  -2.3 1.28e-02 2.41e-02f  1
 583r 2.4282216e+06 9.70e+03 4.10e+03  -5.4 4.61e+03  -2.7 1.36e-05 6.75e-08f  1
 584r 2.4284375e+06 9.70e+03 4.10e+03  -5.4 8.47e+02  -2.3 1.08e-03 6.62e-03f  1
 585r 2.4285165e+06 9.69e+03 4.10e+03  -5.4 5.93e+03  -2.8 7.53e-04 3.48e-04f  1
 586r 2.4286379e+06 9.69e+03 4.10e+03  -5.4 9.94e+02  -2.4 6.10e-04 3.17e-03f  1
 587r 2.4286401e+06 9.69e+03 4.10e+03  -5.4 8.53e+03  -2.8 2.63e-06 6.60e-06f  1
 588r 2.4294804e+06 9.68e+03 4.06e+03  -5.4 1.20e+03  -2.4 9.75e-03 1.78e-02f  1
 589r 2.4294804e+06 9.68e+03 4.06e+03  -5.4 1.04e+04  -2.9 2.04e-06 3.46e-08f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 590r 2.4296629e+06 9.67e+03 4.06e+03  -5.4 1.35e+03  -2.5 1.88e-03 3.44e-03f  1
 591r 2.4296639e+06 9.67e+03 4.06e+03  -5.4 1.74e+04  -2.9 2.50e-07 1.44e-06f  1
 592r 2.4299306e+06 9.67e+03 4.04e+03  -5.4 1.65e+03  -2.5 5.12e-03 4.01e-03f  1
 593r 2.4306733e+06 9.65e+03 3.99e+03  -5.4 4.56e+04  -3.0 3.35e-07 3.96e-04f  1
 594r 2.4306733e+06 9.65e+03 3.99e+03  -5.4 1.88e+03  -2.6 2.70e-03 9.91e-08f  1
 595r 2.4315376e+06 9.64e+03 3.94e+03  -5.4 2.03e+05  -3.1 9.10e-09 1.02e-04f  1
 596r 2.4315376e+06 9.64e+03 3.93e+03  -5.4 2.19e+03  -2.6 5.25e-04 3.72e-08f  1
 597r 2.4316038e+06 9.64e+03 3.94e+03  -5.4 5.91e+03    -  6.19e-04 3.27e-04f  1
 598r 2.4316038e+06 9.64e+03 3.95e+03  -5.4 5.16e+03    -  9.57e-04 6.53e-08f  1
 599r 2.4316566e+06 9.63e+03 3.95e+03  -5.4 5.89e+03    -  5.22e-08 2.53e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 600r 2.4319262e+06 9.63e+03 3.95e+03  -5.4 5.95e+03    -  1.70e-03 1.27e-03f  1
 601r 2.4319262e+06 9.63e+03 3.95e+03  -5.4 5.33e+03    -  1.44e-06 4.37e-08f  1
 602r 2.4320213e+06 9.63e+03 3.95e+03  -5.4 5.23e+03    -  6.69e-04 5.38e-04f  1
 603r 2.4320225e+06 9.63e+03 3.95e+03  -5.4 6.06e+03    -  5.24e-08 5.80e-06f  1
 604r 2.4322521e+06 9.62e+03 3.93e+03  -5.4 6.11e+03    -  4.59e-04 1.05e-03f  1
 605r 2.4323397e+06 9.62e+03 3.94e+03  -5.4 6.19e+03    -  8.82e-04 3.94e-04f  1
 606r 2.4323397e+06 9.62e+03 3.94e+03  -5.4 5.40e+03    -  6.42e-07 6.86e-08f  1
 607r 2.4323595e+06 9.62e+03 3.94e+03  -5.4 5.38e+03    -  8.15e-05 1.05e-04f  1
 608r 2.4323833e+06 9.62e+03 3.94e+03  -5.4 7.60e+03  -3.1 7.98e-09 6.24e-05f  1
 609r 2.4323841e+06 9.62e+03 3.93e+03  -5.4 1.40e+03  -2.7 2.77e-03 1.27e-05f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 610r 2.4327312e+06 9.61e+03 3.91e+03  -5.4 1.30e+04  -3.2 2.62e-08 5.27e-04f  1
 611r 2.4331731e+06 9.60e+03 3.89e+03  -5.4 1.71e+03  -2.7 1.69e-03 5.19e-03f  1
 612r 2.4331731e+06 9.60e+03 3.89e+03  -5.4 1.45e+04  -3.2 2.86e-06 1.41e-08f  1
 613r 2.4331788e+06 9.60e+03 3.89e+03  -5.4 1.93e+03  -2.8 3.62e-03 6.19e-05f  1
 614r 2.4333718e+06 9.60e+03 3.88e+03  -5.4 2.18e+04  -3.3 8.70e-06 1.78e-04f  1
 615r 2.4333741e+06 9.60e+03 3.88e+03  -5.4 2.29e+03  -2.8 3.62e-05 2.04e-05f  1
 616r 2.4342534e+06 9.58e+03 3.82e+03  -5.4 7.24e+04  -3.3 5.44e-08 2.40e-04f  1
 617r 2.4342534e+06 9.58e+03 3.82e+03  -5.4 2.69e+03  -2.9 2.41e-03 5.12e-08f  1
 618r 2.4347156e+06 9.57e+03 3.79e+03  -5.4 7.57e+04  -3.4 9.29e-07 1.22e-04f  1
