This is Ipopt version 3.14.19, running with linear solver MUMPS 5.8.2.

Number of nonzeros in equality constraint Jacobian...:    35416
Number of nonzeros in inequality constraint Jacobian.:        0
Number of nonzeros in Lagrangian Hessian.............:   109200

Total number of variables............................:     6010
                     variables with only lower bounds:     4207
                variables with lower and upper bounds:     1803
                     variables with only upper bounds:        0
Total number of equality constraints.................:     4215
Total number of inequality constraints...............:        0
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:        0

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 827r 2.4573774e+06 9.11e+03 2.53e+03  -5.4 1.56e+04    -  3.99e-04 6.53e-05f  1
 828r 2.4573783e+06 9.11e+03 2.54e+03  -5.4 1.42e+04    -  2.03e-04 2.25e-06f  1
 829r 2.4578566e+06 9.10e+03 2.50e+03  -5.4 3.35e+04    -  3.65e-09 4.73e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 830r 2.4578566e+06 9.10e+03 2.50e+03  -5.4 1.76e+04    -  3.40e-05 7.44e-09f  1
 831r 2.4579567e+06 9.10e+03 2.50e+03  -5.4 2.16e+04    -  2.00e-07 1.53e-04f  1
 832r 2.4579689e+06 9.10e+03 2.50e+03  -5.4 2.07e+04    -  2.18e-04 1.96e-05f  1
 833r 2.4580396e+06 9.10e+03 2.50e+03  -5.4 2.34e+04    -  1.24e-07 9.97e-05f  1
 834r 2.4580397e+06 9.10e+03 2.52e+03  -5.4 2.00e+04    -  4.40e-04 2.02e-07f  1
 835r 2.4586723e+06 9.08e+03 2.47e+03  -5.4 5.91e+04    -  2.33e-09 3.42e-04f  1
 836r 2.4586723e+06 9.08e+03 2.51e+03  -5.4 2.53e+04    -  6.86e-04 5.19e-09f  1
 837r 2.4587755e+06 9.08e+03 2.51e+03  -5.4 1.63e+04    -  2.17e-04 2.07e-04f  1
 838r 2.4592701e+06 9.07e+03 2.47e+03  -5.4 5.20e+04    -  2.51e-09 2.96e-04f  1
 839r 2.4592701e+06 9.07e+03 2.47e+03  -5.4 2.04e+04    -  2.94e-05 6.03e-09f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 840r 2.4592779e+06 9.07e+03 2.47e+03  -5.4 1.51e+04    -  2.18e-06 1.77e-05f  1
 841r 2.4592780e+06 9.07e+03 2.48e+03  -5.4 1.11e+04    -  4.09e-04 5.72e-08f  1
 842r 2.4593292e+06 9.07e+03 2.47e+03  -5.4 1.11e+04    -  2.71e-05 1.51e-04f  1
 843r 2.4593297e+06 9.07e+03 2.49e+03  -5.4 1.02e+04    -  6.96e-04 1.54e-06f  1
 844r 2.4597804e+06 9.06e+03 2.45e+03  -5.4 1.59e+04    -  5.04e-09 9.10e-04f  1
 845r 2.4598737e+06 9.06e+03 2.45e+03  -5.4 2.09e+04    -  1.21e-04 1.40e-04f  1
 846r 2.4598780e+06 9.06e+03 2.45e+03  -5.4 2.25e+04    -  4.50e-07 6.34e-06f  1
 847r 2.4598780e+06 9.06e+03 2.46e+03  -5.4 9.88e+03    -  4.22e-04 1.40e-08f  1
 848r 2.4599312e+06 9.06e+03 2.46e+03  -5.4 9.85e+03    -  1.23e-05 1.77e-04f  1
 849r 2.4599316e+06 9.06e+03 2.47e+03  -5.4 9.01e+03    -  7.46e-04 1.29e-06f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 850r 2.4600440e+06 9.05e+03 2.46e+03  -5.4 2.58e+04    -  3.25e-09 1.19e-04f  1
 851r 2.4600531e+06 9.05e+03 2.46e+03  -5.4 3.00e+05    -  5.09e-06 7.51e-07f  1
 852r 2.4603800e+06 9.05e+03 2.45e+03  -5.4 7.37e+05    -  2.65e-07 1.10e-05f  1
 853r 2.4609179e+06 9.03e+03 2.42e+03  -5.4 3.49e+04  -3.7 1.82e-07 3.52e-04f  1
 854r 2.4609179e+06 9.03e+03 2.42e+03  -5.4 5.89e+04  -4.2 5.79e-05 2.04e-09f  1
 855r 2.4609947e+06 9.03e+03 2.42e+03  -5.4 1.25e+05    -  8.59e-08 1.51e-05f  1
 856r 2.4610024e+06 9.03e+03 2.42e+03  -5.4 1.19e+05    -  3.54e-06 1.49e-06f  1
 857r 2.4610030e+06 9.03e+03 2.42e+03  -5.4 3.06e+04  -3.8 5.15e-07 4.62e-07f  1
 858r 2.4614609e+06 9.02e+03 2.41e+03  -5.4 5.98e+03  -3.3 8.63e-04 1.65e-03f  1
 859r 2.4614627e+06 9.02e+03 2.41e+03  -5.4 2.99e+04  -3.8 5.12e-06 1.47e-06f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 860r 2.4616035e+06 9.02e+03 2.41e+03  -5.4 6.56e+03  -3.4 4.59e-04 4.65e-04f  1
 861r 2.4619460e+06 9.01e+03 2.40e+03  -5.4 2.44e+03  -3.0 7.96e-08 2.98e-03f  1
 862r 2.4620946e+06 9.01e+03 2.41e+03  -5.4 1.29e+04  -3.4 8.02e-04 2.44e-04f  1
 863r 2.4620946e+06 9.01e+03 2.42e+03  -5.4 3.18e+04  -3.9 9.95e-05 9.35e-09f  1
 864r 2.4621738e+06 9.01e+03 2.42e+03  -5.4 8.57e+03  -3.5 1.75e-07 2.04e-04f  1
 865r 2.4621739e+06 9.01e+03 2.43e+03  -5.4 3.28e+04  -4.0 2.38e-04 9.22e-08f  1
 866r 2.4623537e+06 9.00e+03 2.42e+03  -5.4 9.77e+03  -3.5 1.33e-07 4.06e-04f  1
 867r 2.4626827e+06 9.00e+03 2.41e+03  -5.4 4.48e+04  -4.0 1.60e-05 1.73e-04f  1
 868  2.4650994e+06 8.96e+03 2.00e+08  -1.0 4.91e+04    -  3.55e-12 4.19e-03h  1
 869  2.4650989e+06 8.96e+03 2.00e+08  -1.0 1.64e+04   1.9 9.07e-07 1.04e-06f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 870  2.4650975e+06 8.96e+03 2.00e+08  -1.0 8.96e+03   2.3 2.20e-06 1.92e-06f  1
 871  2.4650972e+06 8.96e+03 2.00e+08  -1.0 1.25e+04   1.8 3.01e-06 5.18e-07f  1
 872  2.4650949e+06 8.96e+03 2.00e+08  -1.0 8.96e+03   2.3 1.78e-06 3.07e-06f  1
 873  2.4650941e+06 8.96e+03 2.00e+08  -1.0 2.15e+04   1.8 3.19e-06 1.21e-06f  1
 874  2.4650923e+06 8.96e+03 2.00e+08  -1.0 8.96e+03   2.2 6.64e-06 2.31e-06f  1
 875  2.4650920e+06 8.96e+03 2.00e+08  -1.0 2.98e+04   1.7 8.21e-06 5.56e-07f  1
 876  2.4650750e+06 8.96e+03 2.00e+08  -1.0 8.96e+03   2.2 1.35e-05 2.23e-05h  1
 877  2.4650750e+06 8.96e+03 2.00e+08  -1.0 9.69e+04   1.7 2.53e-06 1.63e-07f  2
 878  2.4650702e+06 8.96e+03 2.00e+08  -1.0 8.96e+03   2.1 4.01e-05 6.21e-06f  1
 879  2.4650617e+06 8.96e+03 2.00e+08  -1.0 8.96e+03   2.5 3.27e-05 1.15e-05f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 880  2.4650552e+06 8.96e+03 2.00e+08  -1.0 8.96e+03   2.1 8.07e-05 8.52e-06f  1
 881  2.4650535e+06 8.96e+03 2.00e+08  -1.0 8.96e+03   2.5 5.46e-06 2.34e-06f  1
 882  2.4650521e+06 8.96e+03 2.00e+08  -1.0 8.96e+03   2.0 8.66e-05 1.83e-06f  1
 883  2.4650344e+06 8.96e+03 2.00e+08  -1.0 8.96e+03   2.4 1.55e-06 2.36e-05f  1
 884  2.4650343e+06 8.96e+03 2.00e+08  -1.0 8.96e+03   2.0 1.70e-04 5.58e-08h  3
 885  2.4650203e+06 8.96e+03 2.00e+08  -1.0 8.96e+03   2.4 1.70e-05 1.87e-05f  1
 886  2.4650202e+06 8.96e+03 2.00e+08  -1.0 8.96e+03   1.9 2.67e-04 7.47e-08h  3
 887  2.4650083e+06 8.96e+03 2.00e+08  -1.0 8.96e+03   2.3 1.99e-04 1.61e-05f  1
 888  2.4650081e+06 8.96e+03 2.00e+08  -1.0 8.96e+03   1.9 8.30e-05 3.11e-07f  2
 889  2.4649956e+06 8.96e+03 2.00e+08  -1.0 8.96e+03   2.3 3.54e-04 1.72e-05f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 890  2.4649897e+06 8.96e+03 2.00e+08  -1.0 1.01e+04   1.8 6.35e-05 9.14e-06f  1
 891  2.4649862e+06 8.96e+03 2.00e+08  -1.0 8.96e+03   2.2 5.48e-04 4.87e-06f  1
 892  2.4649815e+06 8.96e+03 2.00e+08  -1.0 1.58e+04   1.8 4.84e-05 8.29e-06f  1
 893  2.4649785e+06 8.96e+03 2.00e+08  -1.0 8.96e+03   2.2 6.21e-04 4.35e-06f  1
 894  2.4649759e+06 8.96e+03 2.00e+08  -1.0 3.15e+04   1.7 3.04e-05 6.20e-06f  1
 895  2.4649749e+06 8.96e+03 2.00e+08  -1.0 8.96e+03   2.1 3.05e-04 1.46e-06f  1
 896  2.4649743e+06 8.96e+03 2.00e+08  -1.0 3.47e+04   1.7 4.01e-05 2.33e-06f  1
 897  2.4649675e+06 8.96e+03 2.00e+08  -1.0 8.96e+03   2.1 5.79e-04 1.08e-05f  1
 898r 2.4649675e+06 8.96e+03 1.00e+03   4.0 0.00e+00   1.6 0.00e+00 3.22e-07R  3
 899r 2.4649819e+06 8.96e+03 1.19e+03   4.0 2.61e+07    -  1.55e-05 5.75e-08f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 900r 2.4662247e+06 8.94e+03 1.15e+03   1.9 1.36e+04    -  8.98e-03 1.19e-03f  1
 901r 2.4782957e+06 8.79e+03 1.15e+03   1.9 2.17e+04    -  8.61e-04 7.11e-03f  1
 902r 2.4875956e+06 8.68e+03 1.14e+03   1.9 2.22e+04    -  4.52e-03 4.95e-03f  1
 903r 2.4952869e+06 8.60e+03 1.14e+03   1.9 2.38e+04    -  6.34e-03 3.12e-03f  1
 904r 2.5073777e+06 8.52e+03 1.13e+03   1.9 2.38e+04    -  2.93e-03 3.32e-03f  1
 905r 2.5386949e+06 8.28e+03 1.12e+03   1.9 2.59e+04    -  1.64e-02 9.33e-03f  1
 906r 2.5455792e+06 8.21e+03 1.11e+03   1.9 4.17e+04    -  4.60e-03 2.58e-03f  1
 907r 2.5685958e+06 7.91e+03 1.08e+03   1.9 3.38e+04    -  1.78e-02 9.66e-03f  1
 908  2.5673518e+06 7.91e+03 1.24e+01  -1.0 1.23e+04    -  1.44e-04 1.50e-04f  1
 909  2.5619485e+06 7.91e+03 1.27e+01  -1.0 2.01e+04    -  5.55e-05 5.78e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 910  2.5575621e+06 7.90e+03 1.58e+01  -1.0 2.33e+04    -  1.88e-03 4.70e-04f  1
 911  2.5358618e+06 7.89e+03 1.33e+01  -1.0 2.54e+04    -  1.74e-03 2.36e-03f  1
 912  2.5344845e+06 7.88e+03 7.40e+01  -1.0 1.00e+04    -  4.57e-03 2.17e-04f  1
 913  2.5311514e+06 7.88e+03 1.91e+02  -1.0 7.88e+03    -  6.14e-03 7.96e-04f  1
 914  2.5296933e+06 7.87e+03 3.84e+02  -1.0 7.88e+03    -  7.52e-03 5.26e-04f  1
 915  2.5277682e+06 7.87e+03 5.90e+02  -1.0 7.87e+03    -  7.60e-03 1.06e-03f  1
 916  2.5247212e+06 7.85e+03 8.30e+02  -1.0 7.87e+03    -  9.57e-03 2.37e-03f  1
 917  2.5225327e+06 7.82e+03 1.35e+03  -1.0 7.85e+03    -  1.72e-02 2.75e-03f  1
 918  2.5210632e+06 7.79e+03 2.01e+03  -1.0 7.82e+03    -  2.24e-02 4.46e-03f  1
 919  2.5211343e+06 7.74e+03 2.54e+03  -1.0 7.79e+03    -  2.10e-02 6.73e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 920  2.5229397e+06 7.67e+03 2.83e+03  -1.0 7.74e+03    -  1.71e-02 8.97e-03h  1
 921  2.5261931e+06 7.59e+03 3.06e+03  -1.0 7.67e+03    -  1.76e-02 1.08e-02h  1
 922  2.5300277e+06 7.50e+03 3.19e+03  -1.0 7.59e+03    -  1.54e-02 1.12e-02h  1
 923  2.5335655e+06 7.42e+03 3.36e+03  -1.0 7.50e+03    -  1.57e-02 1.01e-02h  1
 924  2.5355476e+06 7.38e+03 3.36e+03  -1.0 7.42e+03    -  6.16e-03 5.75e-03h  1
 925  2.5366383e+06 7.36e+03 3.42e+03  -1.0 7.38e+03    -  5.00e-03 3.20e-03h  1
 926  2.5366376e+06 7.36e+03 3.62e+03  -1.0 7.36e+03   1.1 7.85e-05 3.23e-05h  1
 927  2.5366402e+06 7.36e+03 6.57e+03  -1.0 7.36e+03   0.7 1.53e-04 4.01e-05h  1
 928  2.5366986e+06 7.35e+03 5.22e+03  -1.0 7.36e+03   0.2 2.30e-04 3.29e-04h  1
 929  2.5368513e+06 7.35e+03 5.30e+03  -1.0 7.35e+03  -0.3 6.14e-04 6.03e-04h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 930  2.5370561e+06 7.35e+03 8.68e+03  -1.0 7.35e+03  -0.8 2.14e-03 7.31e-04h  1
 931  2.5373905e+06 7.34e+03 1.05e+04  -1.0 7.35e+03  -1.3 3.24e-03 1.17e-03h  1
 932  2.5374630e+06 7.33e+03 1.70e+04  -1.0 7.34e+03  -0.8 2.59e-03 2.48e-04h  1
 933  2.5379139e+06 7.32e+03 2.02e+04  -1.0 7.33e+03  -1.3 5.13e-03 1.55e-03h  3
 934  2.5383561e+06 7.31e+03 3.14e+04  -1.0 7.32e+03  -0.9 6.06e-03 1.47e-03h  3
 935  2.5388796e+06 7.30e+03 3.87e+04  -1.0 7.31e+03  -1.4 1.15e-02 1.76e-03h  2
 936  2.5393406e+06 7.29e+03 6.51e+04  -1.0 7.30e+03  -0.9 1.41e-02 1.47e-03h  2
 937  2.5399113e+06 7.28e+03 6.40e+04  -1.0 7.29e+03  -1.4 2.36e-04 1.90e-03h  2
 938  2.5408969e+06 7.25e+03 9.06e+04  -1.0 7.28e+03  -1.0 1.81e-02 3.08e-03h  1
 939  2.5412110e+06 7.25e+03 1.13e+05  -1.0 7.25e+03  -0.6 5.63e-03 8.87e-04h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 940  2.5419241e+06 7.23e+03 1.17e+05  -1.0 7.25e+03  -1.0 4.80e-03 2.15e-03h  1
 941  2.5425201e+06 7.22e+03 1.27e+05  -1.0 7.23e+03  -0.6 4.04e-03 1.63e-03h  1
 942  2.5431410e+06 7.21e+03 1.32e+05  -1.0 7.22e+03  -1.1 5.87e-03 1.85e-03h  1
 943  2.5434405e+06 7.20e+03 1.39e+05  -1.0 7.21e+03  -0.7 2.87e-03 7.99e-04h  1
 944  2.5444928e+06 7.18e+03 1.41e+05  -1.0 7.20e+03  -1.1 4.80e-03 3.12e-03h  1
 945  2.5445881e+06 7.18e+03 1.48e+05  -1.0 7.18e+03  -0.7 2.58e-03 2.50e-04h  1
 946  2.5458916e+06 7.15e+03 1.48e+05  -1.0 7.18e+03  -1.2 4.15e-03 3.86e-03h  1
 947  2.5467826e+06 7.13e+03 1.48e+05  -1.0 7.15e+03  -0.8 2.37e-03 2.31e-03h  1
 948  2.5480289e+06 7.11e+03 1.41e+05  -1.0 7.13e+03  -0.3 2.24e-03 2.99e-03h  1
 949  2.5488959e+06 7.09e+03 1.42e+05  -1.0 7.11e+03  -0.8 2.60e-03 2.18e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 950  2.5500043e+06 7.08e+03 1.38e+05  -1.0 7.09e+03  -0.4 2.04e-03 2.54e-03h  1
 951  2.5505630e+06 7.07e+03 1.40e+05  -1.0 7.08e+03  -0.9 2.48e-03 1.37e-03h  1
 952  2.5508415e+06 7.06e+03 1.47e+05  -1.0 7.07e+03  -0.4 1.66e-03 6.16e-04h  1
 953  2.5516082e+06 7.05e+03 1.46e+05  -1.0 7.06e+03  -0.9 1.73e-03 1.88e-03h  1
 954  2.5516852e+06 7.05e+03 1.53e+05  -1.0 7.05e+03  -0.5 1.47e-03 1.67e-04h  1
 955  2.5520959e+06 7.04e+03 1.54e+05  -1.0 7.05e+03  -1.0 1.42e-03 1.01e-03h  1
 956  2.5526586e+06 7.03e+03 1.53e+05  -1.0 7.04e+03  -0.5 1.04e-03 1.21e-03h  1
 957  2.5528183e+06 7.03e+03 1.64e+05  -1.0 7.03e+03  -0.1 1.15e-03 3.29e-04h  1
 958  2.5532258e+06 7.02e+03 1.63e+05  -1.0 7.03e+03  -0.6 8.04e-04 8.70e-04h  1
 959  2.5533273e+06 7.02e+03 1.70e+05  -1.0 7.02e+03  -0.2 8.35e-04 2.05e-04h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 960  2.5538525e+06 7.01e+03 1.69e+05  -1.0 7.02e+03  -0.6 6.95e-04 1.12e-03h  1
 961  2.5540303e+06 7.01e+03 1.73e+05  -1.0 7.01e+03  -0.2 7.75e-04 3.54e-04h  1
 962  2.5545631e+06 7.00e+03 1.72e+05  -1.0 7.01e+03  -0.7 8.13e-04 1.13e-03h  1
 963  2.5546937e+06 7.00e+03 1.76e+05  -1.0 7.00e+03  -0.3 7.55e-04 2.57e-04h  1
 964  2.5552632e+06 6.99e+03 1.75e+05  -1.0 7.00e+03  -0.7 8.19e-04 1.22e-03h  1
 965  2.5554262e+06 6.99e+03 1.78e+05  -1.0 6.99e+03  -0.3 7.47e-04 3.19e-04h  1
 966  2.5557737e+06 6.99e+03 1.78e+05  -1.0 6.99e+03  -0.8 8.67e-04 7.49e-04h  1
 967  2.5558935e+06 6.98e+03 1.82e+05  -1.0 6.99e+03  -0.4 6.57e-04 2.34e-04h  1
 968  2.5568849e+06 6.97e+03 1.79e+05  -1.0 6.98e+03  -0.8 9.35e-04 2.15e-03h  1
 969  2.5570146e+06 6.97e+03 1.83e+05  -1.0 6.97e+03  -0.4 8.51e-04 2.51e-04h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 970  2.5570674e+06 6.97e+03 1.84e+05  -1.0 6.97e+03  -0.9 1.06e-03 1.12e-04h  1
 971  2.5575621e+06 6.96e+03 1.83e+05  -1.0 6.97e+03  -0.5 7.47e-04 9.55e-04h  1
 972  2.5576999e+06 6.96e+03 1.90e+05  -1.0 6.96e+03  -0.0 6.54e-04 2.57e-04h  1
 973  2.5582301e+06 6.95e+03 1.88e+05  -1.0 6.96e+03  -0.5 7.53e-04 1.02e-03h  1
 974  2.5584635e+06 6.95e+03 1.91e+05  -1.0 6.95e+03  -0.1 6.20e-04 4.29e-04h  1
 975  2.5588764e+06 6.94e+03 1.91e+05  -1.0 6.95e+03  -0.6 7.99e-04 7.94e-04h  1
 976  2.5594047e+06 6.94e+03 1.86e+05  -1.0 6.94e+03  -0.1 6.07e-04 9.60e-04h  1
 977  2.5595838e+06 6.93e+03 1.86e+05  -1.0 6.94e+03  -0.6 4.82e-04 3.45e-04h  1
 978  2.5601695e+06 6.93e+03 1.80e+05  -1.0 6.93e+03  -0.2 5.52e-04 1.05e-03h  1
 979  2.5603675e+06 6.92e+03 1.79e+05  -1.0 6.93e+03  -0.7 1.02e-04 3.85e-04h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 980  2.5604551e+06 6.92e+03 1.87e+05  -1.0 6.92e+03  -0.3 8.89e-04 1.57e-04h  1
 981  2.5606173e+06 6.92e+03 1.87e+05  -1.0 6.92e+03  -0.7 3.02e-04 3.16e-04h  1
 982  2.5608668e+06 6.92e+03 1.83e+05  -1.0 6.92e+03  -0.3 2.99e-05 4.46e-04h  1
 983  2.5609505e+06 6.92e+03 1.96e+05  -1.0 6.92e+03   0.1 7.04e-04 1.48e-04h  1
 984  2.5614106e+06 6.91e+03 1.91e+05  -1.0 6.92e+03  -0.4 1.48e-04 8.23e-04h  1
 985  2.5617086e+06 6.91e+03 1.93e+05  -1.0 6.91e+03   0.1 6.07e-04 5.18e-04h  1
 986  2.5619640e+06 6.90e+03 1.93e+05  -1.0 6.91e+03  -0.4 5.14e-04 4.56e-04h  1
 987  2.5620637e+06 6.90e+03 1.97e+05  -1.0 6.90e+03   0.0 4.11e-04 1.71e-04h  1
 988  2.5624926e+06 6.90e+03 1.95e+05  -1.0 6.90e+03  -0.5 4.24e-04 7.67e-04h  1
 989  2.5630326e+06 6.89e+03 1.81e+05  -1.0 6.90e+03  -0.0 4.91e-05 9.19e-04h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 990  2.5631812e+06 6.89e+03 1.81e+05  -1.0 6.89e+03  -0.5 3.20e-04 2.67e-04h  1
 991  2.5632528e+06 6.89e+03 1.92e+05  -1.0 6.89e+03  -0.1 8.71e-04 1.22e-04h  1
 992  2.5636961e+06 6.88e+03 1.89e+05  -1.0 6.89e+03  -0.6 7.29e-05 7.96e-04h  1
 993  2.5638653e+06 6.88e+03 1.85e+05  -1.0 6.88e+03  -0.1 3.28e-05 2.86e-04h  1
 994  2.5640436e+06 6.88e+03 2.00e+05  -1.0 6.88e+03   0.3 7.22e-04 3.01e-04h  1
 995  2.5644220e+06 6.87e+03 1.97e+05  -1.0 6.88e+03  -0.2 3.54e-04 6.38e-04h  1
 996  2.5644792e+06 6.87e+03 2.02e+05  -1.0 6.87e+03   0.2 2.79e-04 9.50e-05h  1
 997  2.5648523e+06 6.87e+03 1.96e+05  -1.0 6.87e+03  -0.2 9.63e-06 6.31e-04h  1
 998  2.5649583e+06 6.87e+03 2.09e+05  -1.0 6.87e+03   0.2 6.72e-04 1.75e-04h  1
 999  2.5653809e+06 6.86e+03 2.06e+05  -1.0 6.87e+03  -0.3 3.76e-04 7.16e-04h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1000  2.5654726e+06 6.86e+03 2.08e+05  -1.0 6.86e+03   0.1 2.30e-04 1.50e-04h  1
1001  2.5655674e+06 6.86e+03 2.07e+05  -1.0 6.86e+03  -0.3 2.86e-05 1.62e-04h  1
1002  2.5659117e+06 6.86e+03 2.07e+05  -1.0 6.86e+03   0.1 5.61e-04 5.64e-04h  1
1003  2.5659776e+06 6.86e+03 2.09e+05  -1.0 6.86e+03  -0.4 4.48e-04 1.13e-04h  1
1004  2.5660490e+06 6.86e+03 2.08e+05  -1.0 6.86e+03   0.0 2.90e-05 1.17e-04h  1
1005  2.5660968e+06 6.86e+03 2.07e+05  -1.0 8.60e+03  -0.4 1.12e-05 8.17e-05h  1
1006  2.5661705e+06 6.85e+03 2.15e+05  -1.0 6.86e+03  -0.0 6.17e-04 1.21e-04h  1
1007r 2.5661705e+06 6.85e+03 1.00e+03   3.8 0.00e+00   0.4 0.00e+00 3.48e-07R  5
1008r 2.5668729e+06 6.85e+03 3.20e+03   3.8 8.50e+05    -  1.40e-03 3.91e-05f  1
1009r 2.5835193e+06 6.49e+03 3.15e+03   1.7 2.58e+04    -  1.14e-02 1.40e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1010r 2.5945791e+06 6.25e+03 3.15e+03   1.7 3.99e+04    -  1.41e-02 6.04e-03f  1
1011r 2.6124621e+06 5.86e+03 3.12e+03   1.7 4.81e+04    -  7.72e-03 8.15e-03f  1
1012  2.6116478e+06 5.86e+03 2.18e+01  -1.0 1.06e+04    -  1.09e-03 1.04e-04f  1
1013  2.6099801e+06 5.86e+03 4.00e+01  -1.0 5.86e+03    -  1.20e-03 3.44e-04f  1
1014  2.6090726e+06 5.86e+03 1.65e+02  -1.0 5.86e+03    -  4.40e-03 3.64e-04f  1
1015  2.6081762e+06 5.85e+03 6.45e+02  -1.0 5.86e+03    -  1.37e-02 1.14e-03f  1
1016  2.6078638e+06 5.82e+03 1.15e+03  -1.0 5.85e+03    -  1.74e-02 4.84e-03f  1
1017  2.6080136e+06 5.76e+03 1.40e+03  -1.0 5.82e+03    -  1.70e-02 1.05e-02h  1
1018  2.6086803e+06 5.72e+03 2.24e+03  -1.0 5.76e+03    -  2.90e-02 7.94e-03h  1
1019  2.6110962e+06 5.61e+03 5.06e+03  -1.0 5.72e+03    -  9.13e-02 1.83e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1020  2.6152413e+06 5.48e+03 5.73e+03  -1.0 5.61e+03    -  4.61e-02 2.42e-02h  1
1021  2.6197359e+06 5.33e+03 6.09e+03  -1.0 5.48e+03    -  4.04e-02 2.57e-02h  1
1022  2.6224505e+06 5.25e+03 7.50e+03  -1.0 5.33e+03    -  6.13e-02 1.60e-02h  1
1023  2.6261608e+06 5.13e+03 8.07e+03  -1.0 5.25e+03    -  4.74e-02 2.36e-02h  1
1024  2.6310218e+06 4.95e+03 8.16e+03  -1.0 5.13e+03    -  4.70e-02 3.47e-02h  1
1025  2.6335491e+06 4.84e+03 9.35e+03  -1.0 4.95e+03    -  6.89e-02 2.16e-02h  1
1026  2.6371036e+06 4.65e+03 8.83e+03  -1.0 4.85e+03    -  3.44e-02 3.99e-02h  1
1027  2.6379840e+06 4.58e+03 9.21e+03  -1.0 4.66e+03    -  3.37e-02 1.41e-02h  1
1028  2.6390390e+06 4.48e+03 1.02e+04  -1.0 4.60e+03    -  7.18e-02 2.25e-02h  1
1029  2.6396805e+06 4.29e+03 1.06e+04  -1.0 4.50e+03    -  7.51e-02 4.31e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1030  2.6384188e+06 4.08e+03 1.19e+04  -1.0 4.31e+03    -  1.32e-01 4.76e-02f  1
1031  2.6339199e+06 3.88e+03 1.41e+04  -1.0 4.47e+03    -  1.95e-01 5.03e-02f  1
1032  2.6318563e+06 3.82e+03 1.57e+04  -1.0 5.34e+03    -  1.30e-01 1.33e-02f  1
1033  2.6290230e+06 3.76e+03 1.55e+04  -1.0 6.77e+03    -  2.71e-02 1.74e-02f  1
1034  2.6277815e+06 3.73e+03 1.56e+04  -1.0 7.05e+03    -  1.73e-02 7.46e-03f  1
1035  2.6235931e+06 3.64e+03 1.53e+04  -1.0 7.18e+03    -  3.70e-02 2.49e-02f  1
1036  2.6226928e+06 3.62e+03 1.52e+04  -1.0 7.25e+03    -  4.57e-03 5.11e-03f  1
1037  2.6171176e+06 3.50e+03 1.49e+04  -1.0 7.28e+03    -  4.42e-02 3.14e-02f  1
1038  2.6159256e+06 3.48e+03 1.48e+04  -1.0 7.25e+03    -  1.56e-03 6.36e-03f  1
1039  2.6091060e+06 3.36e+03 1.42e+04  -1.0 7.29e+03    -  3.43e-02 3.61e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
1040  2.6078588e+06 3.34e+03 1.41e+04  -1.0 7.39e+03    -  2.08e-03 6.20e-03f  1
